省份编码,省份,年份,法人单位数(个),农、林、牧、渔业法人单位数(个),采矿业法人单位数(个),制造业法人单位数(个),电力、燃气及水的生产和供应业法人单位数(个),建筑业法人单位数(个),交通运输、仓储和邮政业法人单位数(个),信息传输、计算机服务和软件业法人单位数(个),批发和零售业法人单位数(个),住宿和餐饮业法人单位数(个),金融业法人单位数(个),房地产业法人单位数(个),租赁和商务服务业法人单位数(个),科学研究、技术服务和地质勘查业法人单位数(个),水利、环境和公共设施管理业法人单位数(个),居民服务和其他服务业法人单位数(个),教育业法人单位数(个),卫生、社会保障和社会福利业法人单位数(个),文化、体育和娱乐业法人单位数(个),公共管理和社会组织法人单位数(个),国际组织业法人单位数(个)
610000,陕西省,2017,462710,55119,5653,45492,3600,29585,10723,11613,117082,10830,3348,15847,31430,15126,5103,9151,16430,14622,8848,53108,
610000,陕西省,2016,395374,38039,5073,41267,3046,22139,9044,8662,98536,9337,3119,13811,24939,13169,4202,8169,16191,14649,7690,54292,
610000,陕西省,2015,358073,29688,4663,38398,2493,18887,7908,7021,87319,8371,2810,12816,21989,12392,3668,6999,16022,14703,7052,54874,
610000,陕西省,2014,310150,21203,4027,35125,2056,14488,6290,5163,70968,7128,2453,11233,17573,11219,3116,5652,15706,14651,6322,55777,
610000,陕西省,2013,243170,1958,3314,28282,1831,10479,4885,3694,55337,5933,,8226,13100,9181,2661,4236,14851,14694,5611,54897,
610000,陕西省,2012,255333,10266,4203,32873,1495,12822,4785,5088,61041,6064,1764,10340,15511,7580,2464,5372,12248,10492,3231,47694,
610000,陕西省,2011,231354,7982,3741,29676,1331,10215,4280,4078,50921,5343,1374,8599,12242,6396,2244,4305,13613,12197,2794,50023,
610000,陕西省,2010,206664,6238,3645,27634,1225,7664,3756,3264,40581,4909,1104,6346,9141,5433,2037,3368,13871,12415,2554,51479,
610000,陕西省,2009,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2008,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,266600,56833,1133,13165,1513,13480,4510,3732,52004,5350,1232,6852,18415,7134,1626,5176,12519,3881,5553,52492,
620000,甘肃省,2018,229632,4238,1227,15209,1628,13473,5000,4146,58213,5899,1550,7331,19942,7564,1895,5882,12540,3992,5870,54033,
620000,甘肃省,2017,222361,40473,2329,17750,1927,6721,3916,2565,43777,4453,2322,5590,12155,5386,1731,3413,10799,4311,5959,46784,
620000,甘肃省,2016,210747,36639,2310,17228,1870,5559,3652,2329,40691,4040,2211,5313,11004,5268,1629,3136,10694,4232,5495,47447,
620000,甘肃省,2015,196182,32849,2308,16692,1774,4529,3361,1756,36704,3544,2221,4978,9350,4874,1507,2723,10503,4241,4818,47450,
620000,甘肃省,2014,173848,25308,2162,15466,1567,3552,2989,1210,31611,2936,1755,4439,7123,4144,1290,2275,10410,4222,3774,47615,
620000,甘肃省,2013,130203,1872,1779,12677,1374,2837,2514,1047,25811,2483,,3845,6033,3713,1156,1805,9421,3941,3331,44564,
620000,甘肃省,2012,124734,7064,2091,13585,1146,3204,2046,1629,24181,2299,928,3275,4798,2483,1014,1776,9225,3550,1775,38665,
620000,甘肃省,2011,114200,4886,1932,12468,1057,2641,1765,1120,21209,2107,794,2960,3961,2297,906,1639,9173,3517,1283,38485,
620000,甘肃省,2010,108433,3425,1876,12126,1037,2464,1614,1035,19036,2150,677,2635,3577,2172,877,1502,9123,3497,1226,38384,
620000,甘肃省,2009,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2019,98516,18722,473,5057,789,6265,1776,2214,18736,2251,348,2926,11285,3951,1192,1880,2370,1480,1865,14936,
630000,青海省,2018,72869,512,493,4727,684,5035,1588,1785,17087,2095,354,2545,9806,3370,970,1778,2358,1462,1766,14454,
630000,青海省,2017,108773,22588,1088,7018,919,6492,1952,2232,24311,2770,504,2798,11170,3509,1151,2043,2106,1309,1992,12821,
630000,青海省,2016,65364,13096,1035,5032,694,2618,1177,982,11215,1381,439,1781,4514,1940,665,1221,1963,1179,1301,13131,
630000,青海省,2015,58654,11249,1001,4575,621,2143,1033,767,9654,1179,414,1634,3685,1775,595,947,1929,1155,1183,13115,
630000,青海省,2014,52074,9446,967,4135,528,1727,879,532,8169,948,376,1477,2920,1581,507,746,1876,1118,1056,13086,
630000,青海省,2013,34202,465,715,2997,443,1207,710,373,5312,734,,1139,2094,1266,445,477,1677,1050,888,12210,
630000,青海省,2012,33425,2509,822,3157,393,1077,524,481,5500,653,263,992,1337,962,345,370,1320,789,457,11474,
630000,青海省,2011,30446,1773,728,2771,325,949,490,423,4576,602,227,933,1148,933,316,326,1259,779,404,11484,
630000,青海省,2010,28326,1159,650,2493,278,831,471,403,4080,595,213,856,1075,915,304,297,1236,769,394,11307,
630000,青海省,2009,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2008,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,113259,18486,705,8846,629,6477,3515,2773,29111,1692,792,2869,11277,3360,824,2370,3667,967,2085,12814,
640000,宁夏回族自治区,2018,68817,862,496,6678,473,4349,2575,1462,18271,1201,576,2119,6878,2235,527,1741,3049,869,1647,12809,
640000,宁夏回族自治区,2017,90563,15556,855,7971,692,4012,2320,1796,24055,1444,1874,2086,7266,2104,708,1687,2154,1047,1606,11330,
640000,宁夏回族自治区,2016,80937,13506,841,7392,637,3050,1907,1465,20956,1288,1983,1984,6022,1880,628,1603,2088,1014,1520,11173,
640000,宁夏回族自治区,2015,65679,10336,779,6510,500,1889,1455,869,16248,979,1798,1707,4206,1529,494,1131,1900,955,1268,11126,
640000,宁夏回族自治区,2014,54607,7846,738,5477,359,1440,1115,521,12454,765,1475,1529,2994,1325,436,794,1867,934,1149,11389,
640000,宁夏回族自治区,2013,43029,1117,676,5040,282,1269,979,422,10963,702,,1371,2643,1209,395,691,1855,914,1087,11414,
640000,宁夏回族自治区,2012,43820,2489,682,5624,273,1502,784,811,11300,756,399,1299,2408,835,309,740,1425,830,368,10986,
640000,宁夏回族自治区,2011,40053,1850,672,5155,238,1337,693,740,9941,718,331,1157,2025,771,289,638,1409,816,333,10940,
640000,宁夏回族自治区,2010,35963,1390,626,4596,197,1154,615,697,8001,644,281,1006,1696,716,263,527,1391,803,329,11031,
640000,宁夏回族自治区,2009,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,269203,26125,3068,22940,2134,12304,9594,8567,68208,2876,2357,9879,24472,12425,2433,5080,9349,3817,5593,37982,
650000,新疆维吾尔自治区,2018,243402,5584,2955,21977,2096,11412,9158,8390,65814,2693,2287,9504,24225,12135,2277,4839,9446,3834,5684,39092,
650000,新疆维吾尔自治区,2017,249768,22757,3418,21428,2145,7488,7462,7706,66172,2272,5211,8218,22368,11019,1996,4226,7601,3692,7664,36925,
650000,新疆维吾尔自治区,2016,222082,20806,3241,19491,2025,5984,6836,4124,58857,2010,3297,7685,17265,8275,1794,3787,7341,3597,4977,40690,
650000,新疆维吾尔自治区,2015,196453,17640,3029,17087,1776,4764,6146,2896,50653,1746,2315,7024,14495,7035,1530,3168,7115,3530,3900,40604,
650000,新疆维吾尔自治区,2014,177083,15907,2882,15643,1425,3907,5439,2073,43201,1532,2023,6388,11953,6123,1358,2725,6966,3488,3628,40422,
650000,新疆维吾尔自治区,2013,134666,4692,2276,12382,1114,2934,4250,1490,31535,1200,,4983,8847,4948,1130,1925,6310,3206,2925,38519,
650000,新疆维吾尔自治区,2012,110109,4773,2306,10870,854,2480,2883,2211,24800,1135,865,4062,6045,3582,975,1583,5298,2688,1224,31475,
650000,新疆维吾尔自治区,2011,101929,3650,2088,9649,722,2136,2636,2061,21781,1061,753,3505,5493,3495,925,1477,5275,2676,1161,31385,
650000,新疆维吾尔自治区,2010,96728,2842,1866,8554,630,1955,2442,2029,20705,1052,683,3005,5011,3333,888,1409,5266,2631,1141,31286,
650000,新疆维吾尔自治区,2009,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,,,,,,
