省份编码,省份,年份,城镇居民家庭平均每百户摩托车拥有量(辆),城镇居民家庭平均每百户助力车拥有量(辆),城镇居民家庭平均每百户家用汽车拥有量(辆),城镇居民家庭平均每百户洗衣机拥有量(台),城镇居民家庭平均每百户电冰箱拥有量(台),城镇居民家庭平均每百户彩色电视机拥有量(台),城镇居民家庭平均每百户计算机拥有量(台),城镇居民家庭平均每百户组合音响拥有量(套),城镇居民家庭平均每百户摄像机拥有量(架),城镇居民家庭平均每百户照相机拥有量(台),城镇居民家庭平均每百户钢琴拥有量(架),城镇居民家庭平均每百户其他中高档乐器拥有量(件),城镇居民家庭平均每百户微波炉拥有量(台),城镇居民家庭平均每百户空调拥有量(台),城镇居民家庭平均每百户淋浴热水器拥有量(台),城镇居民家庭平均每百户消毒碗柜拥有量(台),城镇居民家庭平均每百户洗碗机拥有量(台),城镇居民家庭平均每百户健身器材拥有量(套),城镇居民家庭平均每百户固定电话拥有量(部),城镇居民家庭平均每百户移动电话拥有量(部)
460000,海南省,2005,55.43,3.0,3.52,56.33,67.0,117.32,26.21,23.89,2.98,21.93,2.01,3.37,20.74,45.8,69.48,52.19,0.69,1.46,97.32,128.37
460000,海南省,2004,67.54,0.51,2.25,80.51,71.41,118.51,18.96,25.06,0.25,21.53,0.76,5.09,20.63,36.2,79.46,50.99,,3.74,95.55,85.4
460000,海南省,2003,63.71,,2.25,77.16,70.21,117.86,15.61,22.44,0.25,21.78,0.76,4.98,16.77,29.66,76.11,48.88,,3.49,93.5,73.56
460000,海南省,2002,60.17,1.83,1.36,76.65,69.88,116.19,14.24,21.94,0.51,22.48,0.76,3.8,15.19,25.43,74.39,48.75,,3.28,90.97,50.3
460000,海南省,2001,,,,,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2017,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2016,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2015,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2014,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2013,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2012,12.25,2.55,11.37,97.38,98.96,134.5,78.96,23.32,7.41,33.18,1.29,2.66,69.45,169.87,99.02,11.16,1.48,2.37,65.53,213.66
500000,重庆市,2011,10.76,2.03,10.44,96.92,99.15,131.49,76.07,22.8,7.18,32.93,1.28,2.35,68.96,164.31,98.87,11.14,1.88,2.32,65.86,207.11
500000,重庆市,2010,12.49,2.33,6.6,97.23,101.17,147.33,69.03,34.05,7.02,33.94,1.68,2.55,70.34,158.35,100.3,16.99,1.13,4.34,83.2,190.48
500000,重庆市,2009,10.97,2.34,4.9,96.76,100.23,144.61,62.03,33.69,7.32,32.87,1.76,2.74,66.65,151.13,99.56,16.88,1.27,4.64,86.0,180.5
500000,重庆市,2008,8.67,1.98,4.41,96.4,99.96,141.56,58.21,32.67,7.54,33.14,1.85,2.62,66.12,155.12,99.7,17.84,0.76,4.15,87.71,176.74
500000,重庆市,2007,7.39,2.52,2.88,99.08,100.88,153.43,62.74,40.02,6.7,43.76,2.34,5.13,69.99,157.47,96.95,14.98,2.08,4.48,94.4,178.79
500000,重庆市,2006,3.33,0.67,1.67,103.67,105.0,164.33,70.0,46.0,6.67,51.33,2,8.0,81.67,174.33,102.67,16.33,0.67,7.0,95.0,187.0
500000,重庆市,2005,2.67,0.67,0.67,100.33,102.0,155.33,51.33,42.33,3.67,50.67,1.67,5.0,71.0,156.67,94.33,10.0,0.33,5.67,94.33,154.33
500000,重庆市,2004,2.33,2.33,0.33,99.33,99.67,153.33,43.67,39.67,4.67,52.67,2,6.33,66.33,152.33,96.33,14.0,1.0,5.67,96.0,128.33
500000,重庆市,2003,2.0,0.33,1.33,97.67,98.0,150.67,34.67,35.33,3.67,48.33,1.33,3.0,58.67,126.67,92.0,8.67,1.0,4.67,97.67,95.67
500000,重庆市,2002,2.06,1.83,0.14,98.19,98.92,142.17,25.33,31.25,1.53,46.22,1.39,2.94,52.11,106.89,92.14,4.83,0.69,3.28,94.64,53.94
500000,重庆市,2001,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,,,,,
510000,四川省,2019,,,,,,,,,,,,,,,,,,,,
510000,四川省,2018,,,,,,,,,,,,,,,,,,,,
510000,四川省,2017,,,,,,,,,,,,,,,,,,,,
510000,四川省,2016,,,,,,,,,,,,,,,,,,,,
510000,四川省,2015,,,,,,,,,,,,,,,,,,,,
510000,四川省,2014,,,,,,,,,,,,,,,,,,,,
510000,四川省,2013,,,,,,,,,,,,,,,,,,,,
510000,四川省,2012,9.56,13.91,14.33,98.44,98.2,137.93,74.25,21.58,6.64,35.77,1.56,2.75,56.12,120.93,95.66,13.06,0.33,2.39,67.75,210.23
510000,四川省,2011,9.58,12.09,12.25,98.13,97.49,135.19,68.86,22.7,7.1,34.58,1.4,2.64,55.69,112.59,93.2,13.63,0.46,2.82,68.09,203.29
510000,四川省,2010,9.78,13.56,8.6,96.09,95.36,137.97,61.35,26.03,5.82,33.05,1.84,3.95,54.5,101.47,88.66,13.99,0.91,2.88,73.92,191.82
510000,四川省,2009,8.39,11.34,6.83,94.9,93.09,134.12,55.58,26.18,5.39,30.99,1.84,3.9,51.79,98.38,87.21,12.93,0.88,3.0,76.59,177.51
510000,四川省,2008,7.19,11.04,6.08,94.61,90.86,129.38,49.14,25.96,4.69,27.46,1.87,3.21,47.67,86.52,85.56,12.76,0.79,3.13,77.24,161.18
510000,四川省,2007,9.28,9.78,4.01,101.41,93.77,137.26,45.89,34.37,4.38,34.11,1.94,4.61,47.79,73.07,87.67,7.95,0.19,3.01,86.39,166.88
510000,四川省,2006,8.04,6.78,2.97,100.14,94.36,141.6,38.06,31.46,3.07,41.63,1.84,5.2,47.53,86.66,91.1,11.05,0.22,3.04,88.33,146.85
510000,四川省,2005,7.94,5.71,2.37,97.88,92.85,138.87,32.26,30.05,2.74,40.2,2.17,4.66,42.72,77.14,88.15,9.64,0.13,3.64,89.96,127.91
510000,四川省,2004,7.87,3.73,2.14,96.23,92.91,135.71,26.43,30.51,1.9,37.53,1.39,5.45,36.95,65.92,83.99,8.26,0.41,2.9,93.18,104.97
510000,四川省,2003,6.62,1.78,0.88,94.01,91.16,131.89,21.29,30.17,1.23,37.57,1.44,6.22,32.1,56.21,82.06,6.99,0.44,2.79,91.37,82.37
510000,四川省,2002,4.98,1.15,0.76,93.49,88.17,128.72,15.19,27.42,0.89,36.97,1.06,4.59,25.05,37.97,79.62,5.23,0.37,2.62,89.96,51.86
510000,四川省,2001,,,,,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2019,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2018,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2017,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2016,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2015,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2014,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2013,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2012,5.42,1.49,13.17,99.87,97.63,115.67,71.22,28.02,6.39,29.87,2.66,3.62,47.59,21.71,78.51,29.41,0.51,4.06,62.15,214.73
520000,贵州省,2011,5.46,0.99,10.48,99.15,97.21,115.78,63.89,31.22,5.69,29.01,2.07,3.59,45.76,20.46,75.11,30.57,0.48,3.3,64.94,204.75
520000,贵州省,2010,5.79,1.09,5.96,99.23,94.56,121.93,56.79,37.06,5.0,28.03,1.79,4.83,45.71,17.0,72.42,30.08,1.0,4.2,71.51,183.54
520000,贵州省,2009,6.15,0.91,4.85,99.03,94.42,122.03,52.47,36.84,4.8,28.78,1.88,4.29,45.28,17.49,72.24,30.14,1.04,4.47,71.38,177.27
520000,贵州省,2008,5.13,0.76,3.29,96.73,92.54,118.85,43.37,35.41,4.99,25.25,1.84,3.89,43.77,16.25,69.36,30.42,1.15,2.86,70.87,163.27
520000,贵州省,2007,4.92,0.8,2.01,98.32,94.22,122.02,40.37,38.94,4.39,32.95,1.06,4.69,43.7,14.69,68.61,25.12,0.45,2.04,80.4,160.87
520000,贵州省,2006,7.46,0.06,2.07,98.51,88.0,125.23,29.81,39.12,2.66,33.83,1.91,5.69,39.3,9.73,58.27,28.31,0.57,2.53,86.88,140.43
520000,贵州省,2005,7.29,0.13,1.81,97.1,86.13,124.51,23.99,38.71,2.79,33.73,1.72,5.06,35.18,10.66,55.37,26.86,0.2,2.75,89.42,119.22
520000,贵州省,2004,8.61,0.03,0.38,98.05,86.43,125.27,21.02,39.34,2.12,33.83,2.07,5.0,32.7,6.38,50.72,26.43,0.32,1.99,94.07,96.82
520000,贵州省,2003,7.74,0.41,0.46,95.58,84.71,122.11,17.51,38.31,1.47,30.5,2.07,4.71,28.09,4.58,46.25,25.76,0.26,2.08,92.0,81.5
520000,贵州省,2002,6.84,0.19,0.52,94.46,85.38,121.89,11.6,33.9,0.86,27.23,1.43,3.83,22.95,3.22,40.04,21.31,0.07,2.23,91.42,58.2
520000,贵州省,2001,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,,,,,
530000,云南省,2019,,,,,,,,,,,,,,,,,,,,
530000,云南省,2018,,,,,,,,,,,,,,,,,,,,
530000,云南省,2017,,,,,,,,,,,,,,,,,,,,
530000,云南省,2016,,,,,,,,,,,,,,,,,,,,
530000,云南省,2015,,,,,,,,,,,,,,,,,,,,
530000,云南省,2014,,,,,,,,,,,,,,,,,,,,
530000,云南省,2013,,,,,,,,,,,,,,,,,,,,
530000,云南省,2012,31.67,23.58,29.03,98.07,87.32,121.06,69.85,36.32,8.53,41.26,2.58,8.19,57.77,3.7,92.12,14.15,1.1,3.94,50.77,221.04
530000,云南省,2011,31.42,22.47,23.32,97.07,85.46,119.49,63.55,34.19,7.61,36.77,2,6.85,54.5,3.24,90.79,12.62,0.83,3.29,50.76,212.47
530000,云南省,2010,31.82,19.18,18.26,93.48,85.45,123.19,53.64,39.4,5.89,39.5,1.96,4.73,54.14,1.63,90.13,15.38,0.59,3.35,61.48,197.92
530000,云南省,2009,32.24,15.6,14.88,92.0,82.91,122.36,46.52,39.91,5.24,37.22,2.3,3.72,50.54,1.5,89.03,14.9,0.59,3.76,60.55,185.99
530000,云南省,2008,29.42,13.16,11.11,90.19,78.77,119.38,40.19,37.41,4.42,33.05,1.91,3.28,45.99,1.26,84.95,13.43,0.43,3.13,60.13,177.16
530000,云南省,2007,32.39,9.87,8.85,89.5,78.09,121.93,35.69,35.64,3.87,40.38,2.68,4.03,39.83,1.53,82.6,10.78,1.0,2.47,72.62,167.98
530000,云南省,2006,28.92,8.09,8.67,94.3,81.07,125.89,32.36,37.78,3.33,47.21,2.43,5.1,42.33,1.16,73.57,11.88,1.05,4.15,83.23,153.86
530000,云南省,2005,21.97,9.0,7.92,90.07,78.21,122.12,29.44,36.61,2.87,45.12,2.25,5.18,44.77,0.43,64.8,11.74,0.83,3.95,83.16,130.77
530000,云南省,2004,20.43,6.77,6.91,91.11,77.31,122.91,25.73,35.32,3.18,47.3,2.78,5.84,41.15,0.34,50.9,10.9,1.0,4.03,90.09,111.52
530000,云南省,2003,28.34,2.77,2.2,93.16,77.09,124.57,18.61,34.65,2.26,49.85,1.39,6.13,32.21,0.1,48.98,8.13,0.64,3.55,93.65,85.94
530000,云南省,2002,25.63,1.9,1.54,92.37,75.09,122.61,14.68,33.17,2.22,48.9,1.17,5.35,25.4,,49.43,7.3,0.38,3.27,93.96,74.1
530000,云南省,2001,,,,,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2016,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2015,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2012,15.98,9.87,27.06,88.15,85.63,128.8,63.11,29.84,10.76,47.71,0.97,1.55,39.14,14.75,32.62,6.29,1.39,3.13,67.24,186.65
540000,西藏自治区,2011,16.43,9.27,25.3,88.01,85.77,127.54,58.83,31.64,8.74,44.35,0.48,1.22,38.8,13.48,32.4,7.16,0.89,2.63,67.78,183.05
540000,西藏自治区,2010,12.07,5.32,16.46,84.0,81.09,128.72,39.08,38.7,6.1,37.49,0.69,0.95,26.67,6.26,26.33,5.25,0.69,1.56,78.91,156.39
540000,西藏自治区,2009,9.97,4.14,13.28,83.15,78.64,127.23,35.1,38.33,6.21,34.27,0.85,0.95,24.43,6.22,22.1,4.72,0.53,1.24,78.57,152.43
540000,西藏自治区,2008,9.42,2.76,10.47,80.75,74.85,121.78,29.95,37.26,5.07,33.0,1.12,0.63,22.43,5.84,18.37,4.13,0.36,1.08,76.9,148.03
540000,西藏自治区,2007,13.63,12.37,6.56,82.26,73.26,116.34,18.38,45.23,4.61,36.53,0.47,1.6,15.37,3.07,15.66,2.69,1.17,1.19,85.01,118.5
540000,西藏自治区,2006,18.5,4.37,4.33,75.0,68.49,104.66,9.54,22.77,2.25,33.62,0.58,2.28,15.02,3.41,10.69,3.64,0.71,0.4,86.23,91.36
540000,西藏自治区,2005,7.0,,3.0,95.0,88.0,135.0,19.0,32.0,6.0,56.0,,2.0,34.0,5.0,25.0,8.0,2.0,1.0,89.0,112.0
540000,西藏自治区,2004,7.0,0.0,2.0,93.0,84.0,133.0,17.0,33.0,5.0,55.0,0,2.0,30.0,5.0,25.0,8.0,2.0,1.0,88.0,108.0
540000,西藏自治区,2003,6.0,0.0,2.0,91.0,84.0,132.0,16.0,33.0,5.0,51.0,0,2.0,24.0,4.0,22.0,7.0,2.0,1.0,87.0,107.0
540000,西藏自治区,2002,8.42,0.25,1.0,89.0,90.0,122.75,9.42,31.83,2.0,53.0,0,2.0,14.92,2.08,13.17,2.0,1.0,1.0,80.08,81.83
540000,西藏自治区,2001,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2019,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2018,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2017,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2016,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2015,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2014,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2013,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2012,15.23,21.74,12.36,99.08,94.74,119.19,84.82,18.59,8.29,50.89,2.32,5.82,52.12,114.09,88.38,6.17,0.29,2.95,61.18,224.22
610000,陕西省,2011,15.11,20.97,12.22,98.32,94.27,119.51,82.43,19.39,9.05,50.21,2.66,5.89,52.32,113.68,88.45,6.68,0.31,3.21,62.0,219.03
610000,陕西省,2010,15.17,16.63,7.07,97.42,89.94,123.76,68.06,24.85,6.82,46.67,2.26,6.19,49.8,100.9,80.54,6.22,0.16,3.43,66.69,202.82
610000,陕西省,2009,15.51,14.57,5.72,96.73,88.84,125.41,62.3,25.11,6.4,44.63,1.56,6.93,49.08,100.57,78.03,7.8,0.05,3.48,67.12,193.76
610000,陕西省,2008,13.03,13.02,4.5,95.44,88.08,123.67,55.85,24.92,6.54,41.69,1.33,6.54,49.67,99.9,76.4,8.39,0.14,3.52,67.66,183.29
610000,陕西省,2007,14.86,7.31,1.38,98.28,89.79,130.11,42.22,26.33,3.02,45.49,1.49,7.03,42.71,85.74,69.46,4.92,0.39,3.13,79.46,164.64
610000,陕西省,2006,15.89,5.29,0.75,98.13,86.5,130.14,34.88,23.95,3.05,42.89,1.59,9.03,40.0,80.37,66.26,4.93,0.3,2.91,81.76,150.81
610000,陕西省,2005,15.45,2.16,0.44,98.29,82.89,128.9,27.92,23.01,2.11,41.67,1.07,8.41,35.04,70.37,63.16,5.05,0.21,3.16,88.88,116.86
610000,陕西省,2004,15.04,1.93,0.35,97.0,81.65,127.87,23.51,20.75,1.45,39.84,1.26,6.41,32.14,65.01,61.21,5.03,0.18,2.21,89.38,100.51
610000,陕西省,2003,15.69,0.82,0.44,94.94,81.47,123.15,18.86,22.04,1.55,41.42,1.26,5.62,30.59,59.34,58.49,3.8,0.23,2.02,89.81,82.94
610000,陕西省,2002,11.8,0.74,0.24,95.06,81.58,119.99,11.99,20.28,1.11,39.04,0.97,5.76,22.09,45.2,49.51,1.48,0.0,1.78,88.06,40.16
610000,陕西省,2001,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2016,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2015,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2014,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2013,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2012,11.17,13.35,9.75,98.88,90.25,108.22,63.19,20.72,5.7,27.44,2.19,6.2,38.84,6.71,66.38,1.7,0.54,3.27,53.29,197.3
620000,甘肃省,2011,10.19,11.14,7.33,97.94,87.8,106.66,56.14,18.78,5.38,23.99,1.2,3.77,36.23,5.16,64.61,1.52,0.37,2.17,55.28,186.54
620000,甘肃省,2010,7.75,8.21,3.53,98.09,85.84,109.99,42.9,21.34,3.4,26.49,1.48,3.38,36.18,5.43,62.34,1.35,0.3,2.34,61.3,159.58
620000,甘肃省,2009,7.14,7.77,2.53,96.92,85.11,108.85,38.24,20.25,2.71,24.27,1.33,2.85,35.01,5.28,61.41,1.24,0.16,1.9,60.82,152.87
620000,甘肃省,2008,6.12,6.05,2.15,94.94,82.48,107.39,35.18,18.48,2.39,21.9,1.14,2.18,31.34,6.03,57.38,1.62,0.16,1.62,59.3,146.04
620000,甘肃省,2007,11.1,7.83,1.35,97.61,87.07,113.72,33.14,24.66,3.86,32.67,1.99,6.97,34.91,3.75,62.32,1.86,0.21,1.24,69.06,145.52
620000,甘肃省,2006,13.95,8.12,0.67,98.92,82.84,114.96,28.68,24.39,2.5,39.12,1.53,8.24,33.0,3.85,58.9,3.35,0.47,2.09,71.92,143.18
620000,甘肃省,2005,10.83,5.6,0.46,98.35,89.08,117.98,22.99,26.53,2.06,42.83,1.89,8.67,28.13,3.61,59.93,3.54,0.74,1.78,82.38,120.52
620000,甘肃省,2004,12.18,5.82,0.23,96.53,87.57,120.32,20.66,27.88,1.64,42.58,1.69,9.69,22.34,2.78,55.74,1.8,0.49,2.2,87.87,91.89
620000,甘肃省,2003,10.97,1.9,0.11,96.39,85.71,119.32,14.4,22.39,1.38,40.79,2.57,8.7,17.64,1.96,49.17,1.75,0.78,2.21,90.28,70.63
620000,甘肃省,2002,10.85,0.92,0.05,94.69,84.43,110.36,10.86,19.38,1.29,41.04,1.91,10.3,11.1,1.07,45.81,1.03,0.31,1.88,87.01,46.83
620000,甘肃省,2001,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,,,,,
630000,青海省,2019,,,,,,,,,,,,,,,,,,,,
630000,青海省,2018,,,,,,,,,,,,,,,,,,,,
630000,青海省,2017,,,,,,,,,,,,,,,,,,,,
630000,青海省,2016,,,,,,,,,,,,,,,,,,,,
630000,青海省,2015,,,,,,,,,,,,,,,,,,,,
630000,青海省,2014,,,,,,,,,,,,,,,,,,,,
630000,青海省,2013,,,,,,,,,,,,,,,,,,,,
630000,青海省,2012,4.25,1.95,7.88,97.59,95.54,105.67,55.71,10.73,4.14,22.83,1.29,3.1,49.31,2.34,53.55,1.69,0.08,2.19,79.31,184.33
630000,青海省,2011,4.0,1.5,6.08,97.45,93.99,104.79,52.65,10.53,4.35,22.25,1.23,2.37,49.54,2.42,52.46,1.54,0.05,1.91,79.84,178.99
630000,青海省,2010,4.09,0.91,5.49,96.51,91.65,105.97,39.94,11.21,4.01,24.81,1.95,3.14,47.05,1.29,44.3,1.81,0.31,1.87,82.53,152.49
630000,青海省,2009,3.57,0.39,3.95,96.34,91.07,104.74,36.01,11.43,3.31,25.11,1.34,4.18,47.25,1.28,42.46,1.53,0.52,1.87,82.71,148.02
630000,青海省,2008,3.19,0.23,2.78,94.97,84.99,103.02,35.31,11.59,2.79,22.71,1.12,3.98,40.64,1.81,41.9,2.18,0.51,1.44,80.46,142.92
630000,青海省,2007,4.01,0.52,1.56,101.01,89.49,116.14,33.77,21.08,4.2,39.51,2.44,5.79,47.74,1.09,51.3,1.86,0.21,1.27,87.12,148.33
630000,青海省,2006,7.07,1.01,2.35,99.01,84.4,113.27,30.56,19.46,3.28,37.56,2.27,5.44,42.88,0.82,48.44,4.79,0.72,2.96,85.52,148.19
630000,青海省,2005,6.69,1.73,1.39,98.41,80.74,111.68,21.68,20.8,2.99,41.68,1.46,4.7,38.22,0.0,43.87,5.28,0.72,2.11,86.75,126.41
630000,青海省,2004,6.98,1.72,0.67,102.34,81.71,122.44,16.46,22.84,1.15,46.02,1.5,7.78,31.93,1.0,32.72,3.4,,1.43,90.51,90.69
630000,青海省,2003,7.09,1.24,0.81,99.1,78.45,119.25,13.27,21.51,0.77,45.26,1.19,6.92,26.76,0.29,29.65,3.3,0.0,1.2,88.46,75.98
630000,青海省,2002,7.46,0.96,1.22,95.01,74.14,114.59,7.88,18.87,1.24,42.33,1.43,5.51,20.14,0.05,25.46,3.05,0.0,1.68,85.88,53.0
630000,青海省,2001,,,,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2012,21.86,28.08,16.67,95.42,92.06,102.11,64.43,12.52,5.49,22.58,1.11,3.57,42.73,10.87,84.15,3.28,0.31,1.25,54.86,203.23
640000,宁夏回族自治区,2011,20.86,26.68,12.4,93.32,89.64,102.74,59.39,12.97,4.55,22.76,0.93,3.1,43.83,12.04,81.56,3.67,0.55,1.4,56.31,197.05
640000,宁夏回族自治区,2010,19.19,24.71,7.0,94.32,88.65,105.24,51.32,17.81,3.24,20.31,1.31,5.37,42.1,10.19,75.07,2.16,0.43,1.52,63.0,185.48
640000,宁夏回族自治区,2009,20.35,19.99,5.3,93.92,86.22,104.27,48.47,19.56,3.27,19.39,1.36,5.18,40.35,10.47,71.47,2.05,0.31,2.22,64.55,175.46
640000,宁夏回族自治区,2008,18.05,13.06,2.57,90.85,82.5,104.14,38.56,19.19,4.17,19.01,0.76,4.76,38.08,8.43,67.33,2.07,0.37,2.67,64.01,163.47
640000,宁夏回族自治区,2007,20.77,7.08,1.6,93.74,81.04,107.34,29.57,17.21,2.24,23.43,0.89,4.67,35.7,7.23,63.94,3.06,0.12,1.78,78.28,149.5
640000,宁夏回族自治区,2006,19.44,4.9,0.93,92.95,81.22,109.75,26.41,19.89,1.34,28.68,1.32,4.92,33.07,5.86,64.74,3.43,0.0,1.67,84.08,136.83
640000,宁夏回族自治区,2005,18.59,2.83,1.27,89.61,79.48,108.64,23.15,21.76,0.67,28.08,0.92,4.24,30.91,6.68,60.87,2.82,0.13,2.49,85.1,122.67
640000,宁夏回族自治区,2004,17.57,2.5,0.36,93.7,80.48,116.0,15.04,20.59,1.12,26.94,0.7,6.32,23.05,2.95,55.32,1.89,0.1,1.0,91.29,90.49
640000,宁夏回族自治区,2003,16.24,1.73,0.52,91.82,79.53,113.83,12.86,20.27,0.72,25.37,0.87,5.64,20.63,2.58,50.88,1.26,0.0,0.87,92.91,73.2
640000,宁夏回族自治区,2002,18.78,0.37,0.53,89.69,76.98,110.09,8.64,20.3,0.71,27.31,0.86,4.08,13.13,1.36,46.43,1.13,0.0,0.68,92.01,49.73
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2012,14.22,15.77,15.58,97.63,96.99,106.72,65.75,15.99,8.52,33.79,2.63,6.21,41.58,13.73,79.5,5.41,0.33,1.36,78.33,192.21
650000,新疆维吾尔自治区,2011,13.79,13.77,12.32,96.1,94.34,106.42,61.2,15.1,7.98,29.24,1.36,5.05,37.75,11.87,76.53,4.76,0.25,1.08,77.15,181.54
650000,新疆维吾尔自治区,2010,18.53,8.6,8.63,93.43,90.2,105.61,47.68,15.06,4.57,26.83,2.04,6.54,34.84,12.42,74.27,3.8,0.31,2.65,82.42,159.79
650000,新疆维吾尔自治区,2009,17.31,6.73,7.61,93.57,89.75,104.64,45.19,14.97,4.28,26.29,2.23,6.63,33.76,11.22,72.55,4.05,0.18,2.44,82.8,154.47
650000,新疆维吾尔自治区,2008,14.95,6.14,4.62,91.63,87.53,104.49,41.32,14.61,4.5,25.31,1.95,4.82,32.4,11.18,69.98,4.01,0.28,2.88,82.19,144.4
650000,新疆维吾尔自治区,2007,19.99,3.95,1.8,93.02,88.34,105.34,34.7,21.12,3.58,33.39,1.38,7.02,27.8,6.7,69.63,6.08,0.52,2.58,90.15,140.12
650000,新疆维吾尔自治区,2006,16.59,3.4,2.08,92.97,82.65,107.97,28.7,18.86,3.12,39.15,1.96,6.78,24.15,8.62,65.73,5.38,1.01,3.33,87.7,126.56
650000,新疆维吾尔自治区,2005,16.04,2.29,2.81,88.53,79.72,105.7,23.86,16.1,3.12,37.42,2.23,5.97,19.68,7.02,59.58,4.56,0.78,3.89,87.23,108.61
650000,新疆维吾尔自治区,2004,19.1,1.35,0.79,91.46,83.52,111.95,17.84,18.29,1.16,40.33,2.51,12.24,14.29,6.15,61.46,4.23,0.14,2.72,91.69,87.13
650000,新疆维吾尔自治区,2003,14.34,0.94,0.51,91.93,84.33,112.39,15.81,19.68,1.09,39.93,2.37,13.57,12.96,4.92,61.83,3.82,0.36,3.22,92.73,72.36
650000,新疆维吾尔自治区,2002,12.48,0.54,0.46,90.79,86.4,111.15,12.74,18.76,0.99,40.78,1.93,12.66,12.25,4.93,60.26,2.95,0.58,3.45,91.76,46.19
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,,,,,
