省份编码,省份,年份,房屋施工面积(万平方米),住宅房屋施工面积(万平方米),商品住宅房屋施工面积(万平方米),房屋竣工面积(万平方米),住宅房屋竣工面积(万平方米),商品住宅房屋竣工面积(万平方米),房屋竣工价值(亿元),住宅房屋竣工价值(亿元),商品住宅房屋竣工价值(亿元)
630000,青海省,2009,2542.0726,1571.0486,765.9948,953.7922,663.2089,160.4032,78.7657,53.4092,24.5084
630000,青海省,2008,1687.5097,1031.9214,619.9995,664.4494,446.5859,205.1851,69.1565,46.2711,32.3265
630000,青海省,2007,1414.7785,927.3964,514.0284,622.0463,461.713,148.5794,53.1251,37.6323,20.6615
630000,青海省,2006,1203.8649,739.2146,377.1639,650.6406,391.3404,111.9392,49.4297,27.8009,13.9083
630000,青海省,2005,1128.454,652.217,335.8941,581.7381,340.1029,74.6188,40.8844,19.1438,7.7734
630000,青海省,2004,1009.85,618.29,318.86,519.82,349.0,113.15,39.11,21.65,11.56
630000,青海省,2003,646.1,650.84,,355.4,238.8,,15.2522,,
630000,青海省,2002,554.3,571.7,,300.4,187.7,,,,
630000,青海省,2001,594.5,,,348.8,249.6,,9.2126,,
630000,青海省,2000,566.5,,,370.7,297.6,,,,
640000,宁夏回族自治区,2019,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,
640000,宁夏回族自治区,2016,9386.011,5161.305,4555.2846,2113.2438,1421.2111,931.2473,,,
640000,宁夏回族自治区,2015,9200.3234,5282.3195,4550.3807,1962.0917,1220.6429,746.7808,,,
640000,宁夏回族自治区,2014,9495.1152,5474.9499,4622.944,1902.6988,1258.5244,818.8593,414.8182,262.4158,192.0676
640000,宁夏回族自治区,2013,10107.2272,5097.8862,4090.8334,1791.4664,1283.375,861.3711,428.9266,280.878,211.9701
640000,宁夏回族自治区,2012,7543.9611,4439.7256,3622.6338,1779.5646,1317.2246,922.2591,354.2752,258.4358,204.7874
640000,宁夏回族自治区,2011,6323.3533,3750.1957,3086.9207,1658.3267,1145.0664,785.0111,370.4919,256.0451,210.4787
640000,宁夏回族自治区,2010,4800.2,2874.3,2285.6,1494.3,1126.2,746.3,240.1,172.8,133.9
640000,宁夏回族自治区,2009,3415.2697,2082.0004,1506.7906,1351.0322,994.8962,603.1025,166.6538,111.743,81.1205
640000,宁夏回族自治区,2008,2704.5522,1774.3666,1195.7467,1241.2239,860.9138,496.4055,148.7475,90.1431,60.2522
640000,宁夏回族自治区,2007,2308.4302,1323.3125,903.8819,1094.1939,735.8311,407.4101,111.1479,64.3582,45.2636
640000,宁夏回族自治区,2006,2155.5093,1268.3673,841.1277,1141.5067,729.5982,418.389,98.8165,55.4503,39.4794
640000,宁夏回族自治区,2005,1981.0538,1046.7437,737.5002,1219.3656,706.0269,420.7518,107.8491,54.7839,39.1988
640000,宁夏回族自治区,2004,1988.1,967.43,648.64,1162.01,606.19,325.13,84.8,41.65,28.53
640000,宁夏回族自治区,2003,1990.5,1173.27,,1281.5,801.9,,34.4124,,
640000,宁夏回族自治区,2002,1488.3,878.12,,1036.4,648.6,,,,
640000,宁夏回族自治区,2001,1142.6,4.66,,850.6,563.9,,14.6742,,
640000,宁夏回族自治区,2000,1018.8,15.34,,785.6,587.1,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,,
650000,新疆维吾尔自治区,2016,22616.7445,13168.9865,7094.2164,7079.424,4922.9955,1153.0165,,,
650000,新疆维吾尔自治区,2015,25539.8481,14563.6462,7370.4244,8663.6994,5944.5169,1206.4404,,,
650000,新疆维吾尔自治区,2014,27744.9164,16070.4487,7632.9277,9572.2061,6707.5748,1594.2749,1307.003,952.5457,353.6288
650000,新疆维吾尔自治区,2013,27192.7144,15627.1239,6982.7001,8102.1423,6404.9913,1394.0775,1104.1156,834.6088,287.9904
650000,新疆维吾尔自治区,2012,21343.194,14084.1132,5482.59,7665.2761,6098.3711,1438.4339,1018.2692,777.6123,295.9874
650000,新疆维吾尔自治区,2011,16489.0637,11257.5418,4574.7177,5702.4316,4431.1798,1108.0237,647.5543,464.5044,177.3251
650000,新疆维吾尔自治区,2010,11362.0,7640.6,3317.7,4649.9,3291.9,859.9,452.0,297.4,118.1
650000,新疆维吾尔自治区,2009,9510.1819,6344.3852,2560.6655,4598.003,3412.4289,900.8742,421.5719,265.4818,127.7046
650000,新疆维吾尔自治区,2008,8317.1484,5938.7769,2247.8004,5184.0106,4125.6746,943.4045,400.7582,256.3555,117.6264
650000,新疆维吾尔自治区,2007,8028.3244,5915.8309,1714.9996,5441.226,4458.7748,798.1161,332.2662,222.4356,90.0378
650000,新疆维吾尔自治区,2006,7854.4363,5694.7557,1188.6086,4773.934,3785.4602,551.6252,280.8999,172.8352,54.9887
650000,新疆维吾尔自治区,2005,6607.787,4463.2291,941.5771,4635.8013,3559.797,553.479,262.2397,150.2926,54.0842
650000,新疆维吾尔自治区,2004,5187.27,2934.01,836.41,4073.51,2173.39,425.2,210.21,107.84,41.36
650000,新疆维吾尔自治区,2003,5004.1,2863.92,,3599.7,2347.0,,91.0871,,
650000,新疆维吾尔自治区,2002,3986.8,2358.04,,2706.4,1790.8,,,,
650000,新疆维吾尔自治区,2001,4940.7,3282.51,,3386.6,2411.8,,59.4322,,
650000,新疆维吾尔自治区,2000,4485.8,2509.17,,2633.2,1881.9,,,,
