省份编码,省份,年份,农村农户固定资产投资额(亿元),农村农户竣工房屋投资额(亿元),农村农户竣工住宅投资额(亿元),农村农户施工房屋建筑面积(万平方米),农村农户竣工房屋建筑面积(万平方米),农村农户竣工住宅建筑面积(万平方米),农村农户竣工房屋造价(元/平方米),农村农户竣工住宅造价(元/平方米)
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,88.2573,36.6979,28.9942,,,,682.117100371747,642.886917960089
640000,宁夏回族自治区,2016,85.2018,34.4807,26.4702,456.0,456.0,399.0,756.155701754386,663.413533834586
640000,宁夏回族自治区,2015,79.0238,63.0062,56.2243,434.0,434.0,368.0,1451.75576036866,1527.83423913043
640000,宁夏回族自治区,2014,79.8717,51.2246,50.2003,353.0,353.0,329.0,1451.12181303116,1525.84498480243
640000,宁夏回族自治区,2013,73.3539,45.8727,44.9855,318.0,318.0,294.0,1442.53773584906,1530.11904761905
640000,宁夏回族自治区,2012,63.8297,38.7675,38.1881,309.0,309.0,286.0,1254.61165048544,1335.24825174825
640000,宁夏回族自治区,2011,55.6008,32.8004,32.2733,294.0,294.0,271.0,1115.66,1190.9
640000,宁夏回族自治区,2010,46.6,26.7,26.3,264.0,264.0,244.0,1013.2,1078.6
640000,宁夏回族自治区,2009,37.1674,17.4635,15.4564,242.0,241.0,221.0,724.63,699.38
640000,宁夏回族自治区,2008,38.1859,14.9989,13.234,227.0,227.0,193.0,660.74,685.7
640000,宁夏回族自治区,2007,34.0095,11.7179,9.9771,234.0,234.0,203.0,500.764957264957,491.48275862069
640000,宁夏回族自治区,2006,29.9876,10.6616,9.7985,247.0,247.0,213.0,431.643724696356,460.023474178404
640000,宁夏回族自治区,2005,28.0999,10.6737,9.3597,264.0,264.0,218.0,404.3068,429.344
640000,宁夏回族自治区,2004,24.5984,10.6447,8.1616,316.0,316.0,208.0,336.857594936709,392.384615384615
640000,宁夏回族自治区,2003,23.22,11.79,10.02,320.0,320.0,268.0,369.0,374.0
640000,宁夏回族自治区,2002,22.46,12.82,11.76,368.0,364.0,323.0,352.0,364.0
640000,宁夏回族自治区,2001,20.1841,11.7249,11.2897,364.0,358.0,327.0,327.511173184358,345.250764525994
640000,宁夏回族自治区,2000,21.72,16.486222,15.633202,366.68,356.81,341.7,462.044841792551,457.51249634182
650000,新疆维吾尔自治区,2019,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,
650000,新疆维吾尔自治区,2017,293.4772,187.6389,178.834,,,,790.058526315789,789.902826855124
650000,新疆维吾尔自治区,2016,303.667947267537,202.71682897141,190.548397177064,3281.8111422,2591.63571972,2291.72656995,782.196461597278,831.462180853545
650000,新疆维吾尔自治区,2015,287.61,235.8789,217.5903,2851.1982,2727.8818,2552.2034,864.696190282145,852.558616605558
650000,新疆维吾尔自治区,2014,379.9507,269.9922,260.1295,3294.9,3004.7,2854.0,898.566246214264,911.45585143658
650000,新疆维吾尔自治区,2013,361.06859,231.09264,216.83626,2769.6,2635.1,2343.5,876.978634586923,925.266737785364
650000,新疆维吾尔自治区,2012,300.7993,164.0048,158.7642,2223.51,2111.99,1999.64,776.541555594487,793.963913504431
650000,新疆维吾尔自治区,2011,187.1564,117.1094,111.8092,1895.4567,1722.8165,1561.311,679.76,716.12
650000,新疆维吾尔自治区,2010,118.5,48.6,46.7,1124.4,1038.6,994.4,467.8,469.4
650000,新疆维吾尔自治区,2009,103.9387,47.3156,46.3297,1416.36,1339.78,1287.19,353.16,359.93
650000,新疆维吾尔自治区,2008,93.0557,44.7463,43.3821,1486.04,1396.28,1358.35,320.47,319.37
650000,新疆维吾尔自治区,2007,83.591,39.2079,34.9292,1533.28,1494.55,1442.8,262.339165635141,242.093152204048
650000,新疆维吾尔自治区,2006,79.1327,36.5697,32.1041,1506.34,1461.15,1403.67,250.280258700339,228.715438813966
650000,新疆维吾尔自治区,2005,71.6917,28.1105,27.4019,1423.26,1382.39,1334.65,203.3471,205.3115
650000,新疆维吾尔自治区,2004,54.383952,13.230423,12.027949,777.71,770.1,710.66,171.801363459291,169.250401035657
650000,新疆维吾尔自治区,2003,48.08,13.98,12.01,940.0,917.0,774.0,152.0,155.0
650000,新疆维吾尔自治区,2002,40.33,8.18,7.5,671.0,614.0,510.0,133.0,147.0
650000,新疆维吾尔自治区,2001,38.017703,9.332197,8.206454,552.93,520.66,451.28,179.237832750739,181.848386810849
650000,新疆维吾尔自治区,2000,36.35,11.664852,10.75967,1234.47,611.22,522.86,190.845391184843,205.784913743641
