省份编码,省份,年份,城镇单位就业人员工资总额(亿元),农、林、牧、渔业城镇单位就业人员工资总额(亿元),采矿业城镇单位就业人员工资总额(亿元),制造业城镇单位就业人员工资总额(亿元),电力、燃气及水的生产和供应业城镇单位就业人员工资总额(亿元),建筑业城镇单位就业人员工资总额(亿元),交通运输、仓储和邮政业城镇单位就业人员工资总额(亿元),信息传输、计算机服务和软件业城镇单位就业人员工资总额(亿元),批发和零售业城镇单位就业人员工资总额(亿元),住宿和餐饮业城镇单位就业人员工资总额(亿元),金融业城镇单位就业人员工资总额(亿元),房地产业城镇单位就业人员工资总额(亿元),租赁和商务服务业城镇单位就业人员工资总额(亿元),科学研究、技术服务和地质勘查业城镇单位就业人员工资总额(亿元),水利、环境和公共设施管理业城镇单位就业人员工资总额(亿元),居民服务和其他服务业城镇单位就业人员工资总额(亿元),教育城镇单位就业人员工资总额(亿元),卫生、社会保障和社会福利业城镇单位就业人员工资总额(亿元),文化、体育和娱乐业城镇单位就业人员工资总额(亿元),公共管理和社会组织城镇单位就业人员工资总额(亿元)
410000,河南省,2017,6094.75221,7.33965,231.34605,1586.69239,181.041,797.09917,274.27044,94.1592,232.35788,39.97575,292.7587,139.14036,88.48409,115.11402,61.81153,12.82969,773.17492,440.81671,44.66901,681.67165
410000,河南省,2016,5539.80962,7.59277,217.52222,1543.1337,175.6743,743.52001,252.46276,73.80929,236.59083,39.6307,261.78526,109.36894,70.29167,103.78638,53.32834,10.90926,679.36838,350.78115,39.89947,570.35419
410000,河南省,2015,5024.12567,8.72511,257.54616,1424.31797,166.50833,717.06981,234.57897,63.18935,213.85411,37.60975,176.6258,94.6546,64.49885,96.40884,49.92595,8.90443,619.63198,289.31948,37.01772,463.73846
410000,河南省,2014,4594.17536,14.5654,293.42065,1245.93705,155.88893,704.7848,216.86656,51.54168,193.20421,35.0805,164.08094,75.88406,57.34863,87.35216,46.30262,7.19256,544.9397,242.31187,31.39633,426.07671
410000,河南省,2013,4048.7258,13.0307,318.93122,1034.06978,131.89461,621.51757,191.42624,44.92328,176.3008,33.15551,149.2281,58.24741,44.3608,69.85177,38.98604,5.5184,488.39636,207.48414,29.43811,391.96496
410000,河南省,2012,3209.98474,13.90216,348.66357,693.11781,100.16087,384.4858,132.76106,28.0711,131.86088,27.69968,132.7285,47.96976,34.93647,59.78196,39.41147,4.601,465.70378,175.78808,25.66342,362.67737
410000,河南省,2011,2775.27986,14.82113,334.24992,563.03999,86.78161,314.86427,111.29569,22.41873,113.80858,25.77552,111.95006,39.43312,31.46025,47.73838,35.14656,4.70885,421.02543,149.98463,22.03166,324.74548
410000,河南省,2010,2213.6,12.4,241.6,406.1,78.9,216.6,92.1,17.1,85.1,19.9,92.4,25.7,27.4,41.6,29.8,4.5,376.3,126.0,19.8,300.3
410000,河南省,2009,1953.20296,10.94579,214.01989,358.83819,68.13303,177.25542,81.53992,16.78274,75.04029,17.47626,82.60023,22.25706,25.62733,36.63622,25.53238,3.81472,333.98838,107.81101,18.38978,276.51432
410000,河南省,2008,1728.88857,10.63682,187.41427,322.33222,65.34924,148.37296,77.57022,11.00059,68.87608,14.8542,73.59906,15.21282,26.29676,34.42717,23.447,2.76112,289.84504,91.15122,16.48772,249.25406
410000,河南省,2007,1454.50279,9.63595,154.49435,270.07969,54.65456,121.44341,68.60831,12.09803,57.61752,13.41129,65.15674,12.71455,17.52939,28.37832,19.87062,2.79195,251.15994,73.2132,14.38982,207.25515
410000,河南省,2006,1170.65379,8.17191,126.42836,231.5417,46.8581,94.89419,61.24457,11.37607,51.72569,12.37862,49.65941,9.01018,15.70598,25.38978,14.91657,2.56789,186.41604,57.63214,12.40868,152.32791
410000,河南省,2005,,,,,,,,,,,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,5130.29516,32.87046,34.91205,945.15308,162.36161,767.68877,264.73051,188.2486,238.49959,42.53649,204.23247,120.85029,103.45582,189.39062,72.64907,13.68553,642.527,384.06724,49.74449,672.69147
420000,湖北省,2018,4765.19154,35.02609,33.92278,922.28325,149.87403,741.54733,276.62104,146.13848,214.5453,34.45397,193.40801,106.34346,76.74049,159.95652,65.59254,9.09479,586.08052,382.4788,53.3354,577.74874
420000,湖北省,2017,4505.89985,36.24696,32.56483,976.20768,146.6268,734.4938,252.02623,111.9474,198.12665,37.14889,212.73414,93.64066,56.02519,140.63167,55.84512,6.80788,525.48927,343.63268,49.67205,496.03195
420000,湖北省,2016,4210.73547,32.23871,34.52303,991.47027,137.68012,734.60243,224.73616,105.84057,186.39282,35.34103,191.71205,81.93709,51.18098,125.81591,49.78742,6.23895,463.10166,292.23236,39.2169,426.68701
420000,湖北省,2015,3826.43531,26.80441,35.88907,945.45372,130.09807,696.46317,206.37509,78.91048,176.59583,35.8611,165.55674,67.24372,40.92552,118.57283,43.79936,6.13452,408.49303,255.59253,37.33834,350.32778
420000,湖北省,2014,3471.28537,24.96063,38.75812,898.46511,120.55421,669.84837,185.66587,66.9111,163.93405,34.80814,136.64082,57.36719,40.32471,102.61951,35.62555,5.88408,348.86931,210.12796,29.48842,300.43222
420000,湖北省,2013,3012.39594,22.09277,37.91871,814.97441,101.45606,594.51383,163.97583,51.36182,156.27514,34.80066,115.70617,50.03014,36.26442,90.69237,28.41761,5.23865,278.93844,177.79424,25.19606,226.74861
420000,湖北省,2012,2358.49758,22.38661,49.66958,629.25179,90.66032,353.95784,119.68087,24.69306,93.88362,23.39884,100.37418,40.22802,20.5555,68.152,27.57897,4.44025,280.79646,143.77176,23.57627,241.44164
420000,湖北省,2011,2083.92284,20.64813,46.0597,594.50907,83.44282,335.95649,102.08185,21.66714,77.46545,18.662,89.84859,28.15987,13.76334,55.85312,21.74818,4.43602,234.83792,118.10262,18.80879,197.87174
420000,湖北省,2010,1601.3,27.0,32.5,414.5,46.0,196.2,87.8,17.3,52.8,15.5,77.8,20.1,13.6,49.3,19.3,3.1,223.2,100.0,16.4,188.8
420000,湖北省,2009,1282.18854,24.91804,24.78289,294.59528,38.64665,155.17186,86.21737,14.63524,40.62041,10.99467,67.02446,13.74903,10.59849,41.41808,15.13876,2.80684,184.84967,75.95199,13.78377,166.28504
420000,湖北省,2008,1046.30285,18.73386,24.52481,248.0387,35.61694,114.99743,74.63447,12.37448,32.08562,8.29362,49.64912,9.71574,9.09639,31.99703,13.204,2.74457,144.65997,60.40486,11.14083,144.39041
420000,湖北省,2007,905.455,17.78851,19.60625,203.47896,32.55113,96.4776,63.32132,11.11633,25.90711,5.5232,41.82801,10.50098,8.35043,27.67064,12.02283,2.11648,135.15655,52.75695,10.66897,128.61275
420000,湖北省,2006,819.86905,20.42795,21.16236,220.67568,27.37861,71.04257,54.79217,16.53044,27.39581,7.85454,29.04312,9.40714,8.72161,23.85536,11.68418,2.07094,109.07568,45.44484,8.60757,104.69848
420000,湖北省,2005,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,4366.50353,6.89917,28.7465,657.51351,143.40191,559.12103,219.91846,77.5981,133.2929,24.94567,320.15473,96.26095,84.79229,115.69999,51.02232,14.79494,645.14212,449.21103,60.69726,677.29065
430000,湖南省,2018,3792.26115,9.35063,28.75279,622.44784,113.31205,534.74866,175.78408,65.66352,120.04088,25.87871,256.0394,79.12184,51.28851,93.19978,43.98294,9.03148,531.91187,390.02436,49.63566,592.04615
430000,湖南省,2017,3541.58506,9.58881,33.54671,627.37575,109.5473,495.12464,167.46047,56.55505,105.4774,26.79849,261.47758,69.86867,50.54885,80.25561,34.66931,7.17863,490.00285,349.50615,43.51406,523.08873
430000,湖南省,2016,3262.74915,7.02061,37.19729,591.36014,108.39518,471.93929,156.79962,56.06216,101.65442,27.46813,242.45103,64.4029,45.6849,71.93612,33.7172,7.70293,438.18433,301.44818,38.87594,460.44878
430000,湖南省,2015,3010.34897,6.97763,45.12586,634.30781,101.67645,440.98244,147.34401,50.06553,97.98931,28.62666,213.23699,60.07992,43.00704,63.86003,29.40276,7.01028,357.54519,257.07959,34.32705,391.70442
430000,湖南省,2014,2800.10611,5.27645,54.26525,626.45726,92.42119,418.05832,135.4225,45.11835,91.16105,27.62819,185.70023,53.42694,34.12071,63.82282,29.52164,6.87859,341.42246,226.75701,28.03929,334.60786
430000,湖南省,2013,2538.06029,4.92108,57.52126,579.65818,86.95626,381.87051,121.53058,39.97077,89.38065,28.1539,160.21208,46.46435,31.29171,57.57121,25.90119,6.20476,298.20969,196.18653,24.71957,301.33601
430000,湖南省,2012,2187.09522,4.96827,54.9779,512.40389,67.8229,295.49974,106.63203,33.26737,65.84318,24.20769,134.39096,36.9653,27.74055,42.54495,23.62591,5.26203,276.88186,171.196,21.4813,281.38339
430000,湖南省,2011,1869.57716,9.02334,48.41671,449.78974,55.52603,231.89605,90.19721,27.76307,55.61174,21.14843,112.60785,30.3049,22.25281,34.99503,19.47777,5.25252,250.14356,136.1626,19.98193,249.02587
430000,湖南省,2010,1479.9,8.2,37.9,297.0,44.2,173.3,69.6,21.9,44.8,17.8,81.3,26.3,20.5,30.0,19.0,3.5,222.9,111.6,15.2,234.9
430000,湖南省,2009,1265.41393,7.60014,34.47716,240.15149,36.82459,148.41827,62.55973,16.84774,39.73265,14.20515,65.34454,20.29681,15.70236,24.57118,16.66406,3.02302,198.02895,95.75173,13.66237,211.55199
430000,湖南省,2008,1090.35335,12.1762,27.66904,200.73315,34.53424,122.72718,54.59623,16.3138,33.47375,12.08003,51.84466,18.58452,11.23719,21.04335,15.43785,2.32691,188.96133,80.28536,11.56226,174.7663
430000,湖南省,2007,905.73507,8.32073,19.49262,167.51623,25.93412,105.76196,48.94376,13.71269,23.3364,10.56606,40.26599,14.35005,9.84028,17.04706,12.36122,2.05573,163.20284,66.13977,10.76502,146.12254
430000,湖南省,2006,714.14183,6.71974,16.88135,134.74357,21.83558,74.2072,42.50354,13.03145,21.01368,10.02963,31.80825,10.71667,7.35213,13.34703,9.61363,1.06943,123.33452,52.32159,9.04688,114.56596
430000,湖南省,2005,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,,,,,
440000,广东省,2019,20510.02463,13.71221,24.98655,6799.4443,367.41783,926.73293,890.11585,1150.69876,981.89331,205.01169,1373.70431,784.63333,940.60508,669.21257,131.46871,73.81159,1886.38969,1208.00044,174.2159,1907.96958
440000,广东省,2018,17717.15704,18.35086,27.23193,6698.09822,375.57285,1033.59275,839.68416,933.70922,847.94729,196.40773,995.39974,658.18545,658.20314,528.3677,125.18172,60.32558,1409.12792,796.4829,124.1491,1391.13878
440000,广东省,2017,15511.55298,19.00785,26.07548,6267.6821,354.23226,843.04542,754.81715,726.14947,727.97402,170.68027,741.50217,524.73671,581.83577,420.06042,102.26732,46.95985,1209.0586,698.98266,120.47695,1176.00851
440000,广东省,2016,14156.80598,17.54312,26.01813,6055.77936,344.92104,764.15273,683.63298,582.17886,698.04601,171.00727,680.18233,453.06869,486.58484,355.68237,90.19162,38.23494,1038.78844,592.3954,111.04237,967.35548
440000,广东省,2015,12918.81493,16.84235,26.39285,5752.3873,316.34978,710.7566,669.44964,441.91876,601.1074,163.2249,611.01704,391.90152,417.91448,344.12983,85.42127,34.39226,904.1072,489.9751,93.92335,847.6033
440000,广东省,2014,11764.82146,16.48393,23.44743,5376.1876,291.83916,678.24884,618.87019,372.39905,542.08885,143.73883,537.57998,336.89699,378.04555,303.6334,77.03704,33.69618,791.26791,437.51232,80.26939,725.57882
440000,广东省,2013,10467.43751,15.47601,20.2803,4756.71712,286.44221,648.32878,507.77122,330.70142,491.16546,138.35423,491.37929,275.83581,334.90047,262.25105,70.39223,31.00291,695.03499,380.05954,71.34853,659.99594
440000,广东省,2012,6561.1434,14.83595,19.63095,2306.7651,146.88138,378.22829,356.108,148.38922,305.31303,100.04896,478.21383,170.199,187.75555,177.76836,59.20642,21.44224,632.75209,363.92625,52.28669,641.39209
440000,广东省,2011,5574.90217,14.04491,18.047,1895.6617,128.57566,290.90652,327.74841,141.25187,240.0159,79.43809,441.51201,148.79869,150.39137,143.99469,51.38137,23.32223,558.81989,306.22626,48.63367,566.13193
440000,广东省,2010,4484.3,13.4,15.9,1487.1,111.0,182.3,274.3,117.5,160.6,61.8,364.8,106.5,120.2,121.7,43.7,19.0,480.8,258.8,44.5,500.4
440000,广东省,2009,3800.51845,13.40388,13.73757,1205.7302,103.29745,155.11863,241.16773,100.34466,140.79202,53.63454,312.06874,87.35184,107.55539,93.07046,38.00925,15.92824,413.69117,212.41105,39.62174,453.58389
440000,广东省,2008,3380.75152,12.70505,12.37883,1083.7914,92.03397,136.14456,206.91171,97.79898,131.03154,50.83206,270.41168,77.92598,93.07181,85.88793,34.41666,14.50144,359.56578,183.36223,35.94036,402.03955
440000,广东省,2007,2934.9728,11.72669,10.67693,943.48756,88.33176,122.70418,184.01448,88.88086,111.90139,45.65243,210.01993,67.99895,78.89156,72.70678,29.43469,12.07724,320.63609,155.2932,33.02832,347.50976
440000,广东省,2006,2482.83862,11.43305,8.84613,779.89927,76.70862,114.99162,165.80446,77.80238,105.76246,43.06364,160.07357,59.02969,68.03319,59.48524,24.93059,9.97321,264.7403,131.07598,30.32084,290.86438
440000,广东省,2005,,,,,,,,,,,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,3017.54641,26.28946,9.82778,326.16361,102.24929,403.46978,170.24886,48.45063,84.93522,17.95419,196.05429,70.76637,70.16632,69.50387,36.98179,5.55523,525.42847,349.60764,25.02425,478.86936
450000,广西壮族自治区,2018,2684.1979,24.8523,18.12625,321.4749,92.68048,344.51061,152.81922,45.84307,74.76161,16.65957,160.89914,55.46359,64.79781,61.80092,34.20829,3.7551,460.04,293.70184,24.30409,433.49911
450000,广西壮族自治区,2017,2487.45473,26.40087,18.31857,356.40515,92.57116,311.80008,140.52039,37.41853,68.62945,14.99611,140.37752,43.67444,54.02224,65.59874,35.33715,3.42451,418.61534,259.08658,22.94711,377.31079
450000,广西壮族自治区,2016,2282.01155,25.48747,15.89625,357.7916,101.79835,287.05037,126.37812,35.4978,66.25693,14.66227,124.30187,41.1967,47.41418,61.07949,34.36949,3.34324,369.07488,223.3164,20.16134,326.9348
450000,广西壮族自治区,2015,2115.31079,24.40881,13.96819,352.91883,98.13597,276.97329,124.00593,33.66133,62.34475,14.63355,115.95057,34.97503,47.444,60.36923,33.74186,3.35657,335.31102,196.44292,18.83073,267.83821
450000,广西壮族自治区,2014,1800.38289,21.80573,17.3117,328.12976,90.02493,252.8432,112.9446,30.24633,57.23013,14.43578,99.098,31.59112,40.82899,50.55797,29.26869,3.04075,253.52495,157.76248,15.6325,194.10528
450000,广西壮族自治区,2013,1634.2044,20.92683,16.9325,304.12074,83.1246,221.28828,104.00584,30.20202,53.00974,13.80618,93.29817,27.07824,33.03757,44.71354,26.73688,1.9961,234.41911,129.9253,13.16352,182.41924
450000,广西壮族自治区,2012,1280.51642,19.51246,18.57966,235.56922,46.07185,143.15311,79.02623,20.04493,42.13899,11.88536,80.05568,16.98371,24.80189,37.31053,21.21071,2.11247,208.10301,109.22784,11.79445,152.93432
450000,广西壮族自治区,2011,1113.54309,20.10994,15.98851,200.1301,39.64094,110.06507,70.41299,18.21005,37.97253,8.68822,68.26088,14.30916,22.97397,29.28919,17.23204,2.04024,197.00378,90.81937,10.58295,139.81316
450000,广西壮族自治区,2010,952.7,18.6,12.7,158.6,35.3,77.8,60.5,15.1,30.8,7.5,57.8,11.5,22.7,25.0,14.8,1.9,185.4,74.3,10.2,132.3
450000,广西壮族自治区,2009,810.66285,16.93686,10.54366,135.3778,31.04554,60.8383,53.62398,13.78332,26.04465,7.02139,47.29391,9.25783,17.37839,20.91833,12.60761,1.58999,152.44404,60.82341,9.89301,123.24083
450000,广西壮族自治区,2008,720.1361,16.54951,12.3355,122.77879,28.52491,47.82306,49.53833,11.90428,21.99169,6.15318,39.82533,8.32588,13.64986,18.1462,10.26051,1.26377,135.24898,52.24195,8.82742,114.74695
450000,广西壮族自治区,2007,605.71263,15.75998,10.59782,108.903,23.73814,38.59355,42.76176,10.96638,19.22015,5.50566,30.72176,6.54072,10.58695,14.58576,8.56899,1.11951,114.26582,44.16113,7.35568,91.75987
450000,广西壮族自治区,2006,493.05262,13.4012,8.48587,92.92172,20.20504,32.42143,35.37645,10.21968,17.10358,5.2109,22.18265,5.40616,8.5672,11.93509,6.80809,1.16169,90.50663,34.88324,6.45966,69.79634
450000,广西壮族自治区,2005,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2004,362.8851,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,,,,,
460000,海南省,2019,832.50293,14.54796,3.08443,53.1078,21.73916,29.22742,70.39588,24.64771,40.51125,31.31481,65.35176,60.57492,20.68648,19.68915,18.67078,3.02182,139.81789,70.82077,10.49157,134.80137
460000,海南省,2018,758.7396,19.16342,3.22703,50.01033,19.25442,26.06568,62.63084,26.94606,36.16402,34.0463,58.68463,61.18699,13.55374,18.29293,18.07605,1.80331,115.90337,58.30013,9.96245,125.4679
460000,海南省,2017,674.40272,20.68757,3.01741,45.53213,17.39853,26.02719,52.63482,22.78075,33.59552,27.732,54.52845,55.83978,11.89725,15.95537,15.72181,1.81224,105.2895,51.76079,8.64039,103.55122
460000,海南省,2016,616.17335,21.90911,3.30065,45.55779,17.31997,29.36578,50.2484,17.04947,29.43839,26.11456,41.59111,47.40628,10.33112,14.61189,13.68445,1.65828,98.39111,46.15667,7.90064,94.13768
460000,海南省,2015,574.81349,26.76302,3.87536,46.33642,16.55534,28.99069,44.9415,17.67861,27.04634,24.28126,35.71019,40.30611,10.31982,12.85716,11.89242,1.49005,93.93315,41.22598,6.4856,84.12447
460000,海南省,2014,502.77528,29.51582,3.63102,44.12017,13.27124,29.76524,33.82649,12.32515,25.8366,23.38051,28.80867,36.63894,12.16821,11.19098,10.27864,1.14726,77.67972,33.52252,5.90074,69.76736
460000,海南省,2013,437.69603,9.44153,3.71367,43.60202,11.57708,30.3133,31.59872,10.16597,41.58469,21.93226,20.92414,26.95031,8.76047,9.27731,9.63951,1.05584,67.40541,27.95869,5.46277,56.33234
460000,海南省,2012,353.74707,24.30868,3.91544,33.2858,10.31575,20.98152,23.2612,6.68145,18.46457,17.08384,19.05506,16.32435,5.55161,7.15805,6.707,0.56648,61.50574,24.03013,3.93937,50.61103
460000,海南省,2011,306.13766,26.38576,3.97061,25.35337,8.4572,17.04869,23.1237,6.3441,12.28619,12.40889,15.8316,11.73811,5.50241,5.93413,5.24764,0.70731,57.31353,18.80794,4.15497,45.52151
460000,海南省,2010,250.0,23.6,2.7,21.1,7.9,16.6,18.0,4.5,8.3,8.2,13.1,8.2,4.5,5.1,4.5,0.6,47.6,14.4,3.4,37.7
460000,海南省,2009,196.6763,16.32548,2.72406,16.47366,6.64906,14.34486,16.12872,3.95517,7.05627,6.42028,10.26035,5.54308,3.78826,4.08635,3.39999,0.37595,34.87485,10.93883,3.41181,29.91927
460000,海南省,2008,168.53457,18.98079,2.14322,13.77729,6.0168,8.8304,14.1182,3.44345,5.26329,5.92216,8.55265,4.43872,4.11723,3.64017,3.08941,0.20858,26.79899,9.31471,2.81757,27.06094
460000,海南省,2007,147.68571,16.93881,1.70901,12.25284,5.62381,7.56989,12.28013,3.57551,4.44005,5.23245,7.60759,3.22666,3.4661,3.29754,2.88105,0.14701,22.60505,8.02437,2.8131,23.99474
460000,海南省,2006,119.27133,13.5559,1.66405,10.29589,4.92488,6.79661,10.12171,3.48072,3.42521,4.11854,5.8112,2.54033,2.31622,2.61191,2.25565,0.12273,17.63695,6.38763,2.50895,18.69625
460000,海南省,2005,,,,,,,,,,,,,,,,,,,,
460000,海南省,2004,,,,,,,,,,,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,3200.13422,3.88597,23.19806,491.38743,57.55785,475.60797,190.42315,61.8122,166.29186,21.70263,260.87704,111.9684,83.3401,96.44042,28.7502,5.32793,474.06051,238.46212,22.60932,386.43106
500000,重庆市,2018,3064.30463,4.35972,33.40014,559.97527,53.04314,520.08451,177.26329,59.17775,129.92921,24.90216,187.22257,107.84515,68.78801,93.7033,36.50813,7.12058,423.23943,216.24945,22.74039,338.75243
500000,重庆市,2017,2834.06374,6.21672,24.54643,544.54414,53.85477,512.46377,186.14902,53.02878,115.93385,23.64455,173.55126,91.85741,63.29768,82.42271,34.79387,6.65321,369.34033,192.25337,21.9647,277.54717
500000,重庆市,2016,2665.05228,5.15021,31.69236,553.24678,51.1156,498.55926,168.12226,45.9654,115.35298,23.71211,173.42096,83.2336,57.7795,74.93084,31.01726,6.92393,316.03246,169.91342,18.92421,239.95914
500000,重庆市,2015,2493.39284,4.82105,38.97672,526.19604,50.81815,480.54848,162.61751,43.58976,116.23123,22.92273,153.20516,74.43854,53.15958,68.86526,26.49762,6.23993,292.75784,151.65813,17.59122,202.25789
500000,重庆市,2014,2258.64195,4.48431,44.65237,469.87902,49.63231,458.33579,151.45213,39.58238,107.92588,23.49314,146.10239,67.44508,46.83173,63.32013,21.26326,5.90599,250.58449,128.42295,15.48169,163.84691
500000,重庆市,2013,1960.29907,3.97149,45.59757,401.471,49.67667,428.03989,141.1191,36.08065,96.9468,22.16349,123.12317,49.32227,39.11015,49.97954,16.8217,4.6835,199.64181,98.8493,13.95835,139.74262
500000,重庆市,2012,1533.5814,4.34067,43.78234,322.83186,47.22784,290.67229,74.30721,27.70207,77.26418,19.75922,111.70605,35.24028,20.05369,40.16935,13.63139,2.90002,178.30438,79.24984,12.30983,132.12889
500000,重庆市,2011,1298.77429,4.91376,39.71681,279.77665,40.59367,260.98182,59.60798,25.68925,54.78864,17.50027,75.21608,28.10473,15.48589,32.60417,10.47929,2.37124,159.6455,64.51192,11.28508,115.50154
500000,重庆市,2010,897.7,3.8,29.5,195.0,33.3,124.5,47.4,17.9,32.1,9.0,57.4,17.5,13.2,29.7,7.7,2.3,129.6,50.4,8.8,88.9
500000,重庆市,2009,743.05439,3.20312,26.16703,157.14363,28.4522,97.97962,38.06874,12.4466,27.85413,6.55983,45.46964,13.64861,10.41589,25.43718,6.29637,1.72478,113.8525,40.12595,7.42245,80.78612
500000,重庆市,2008,634.888,3.05389,23.51017,135.73896,25.58181,81.70197,34.91417,11.29495,23.88508,5.57684,38.49361,10.80281,8.22829,21.58041,5.39537,1.37309,90.91518,33.06468,6.60703,73.16969
500000,重庆市,2007,517.44983,2.73257,18.93581,116.19246,18.64966,63.89624,27.26862,9.04345,19.24674,4.9195,30.19115,9.43621,6.84671,16.80383,4.68357,1.15993,75.09614,25.69257,6.29222,60.36245
500000,重庆市,2006,415.67789,2.62671,15.35444,96.93097,14.78604,53.37631,24.45518,7.55035,15.98568,4.00512,22.60632,5.60747,3.24647,13.42697,3.40702,0.85073,60.4199,19.91416,4.48574,46.64231
500000,重庆市,2005,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2004,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,,,,,
510000,四川省,2019,6492.79373,8.82371,130.66884,913.16262,228.45924,867.83668,311.62406,246.78619,204.71349,53.21644,317.17929,177.91126,141.98223,201.56553,61.11404,14.36981,931.73937,612.89729,46.99763,1021.74601
510000,四川省,2018,5960.53505,13.44878,123.57282,879.98401,220.78772,844.08732,315.5396,213.67198,181.56801,38.74616,305.32169,144.93108,106.53232,252.56529,63.17497,8.8918,792.86273,499.18231,44.36117,911.30529
510000,四川省,2017,5387.26309,14.18644,127.74853,872.93924,200.03816,679.31173,295.30627,189.28484,169.38369,36.48256,285.45367,126.8474,98.41963,216.90346,61.94732,12.54411,724.16872,448.69958,44.71004,782.8877
510000,四川省,2016,4946.32522,14.76746,117.5937,838.89735,201.64896,693.33965,276.93001,163.6856,157.42695,36.83063,255.14847,113.70108,84.58788,189.51005,56.77492,10.49867,653.14122,386.63911,38.31941,656.8841
510000,四川省,2015,4643.52803,13.84429,125.30964,842.35593,209.20131,671.97968,267.39349,154.90975,154.19982,39.03604,215.76952,96.69234,74.25119,179.19017,51.8342,8.4569,596.13165,335.01108,35.55705,572.40398
510000,四川省,2014,4242.96667,12.78276,146.20578,864.81322,200.8855,643.15212,246.01504,124.4849,147.25824,38.63822,199.41466,86.59885,61.79042,165.59022,48.35757,6.80208,491.68819,279.95572,32.37438,446.1588
510000,四川省,2013,4003.46507,12.94296,118.7189,916.64476,185.36545,624.73096,224.70394,109.31278,138.46361,38.25282,182.48873,70.65335,58.53032,150.34341,40.88251,6.1644,444.12351,247.87609,27.87629,405.39028
510000,四川省,2012,2699.77551,12.86887,126.30398,533.30932,89.17614,352.64025,124.34003,33.43062,70.00715,22.26307,158.3412,27.54598,24.71805,107.76393,30.20416,3.61722,394.81381,206.29041,19.49019,362.65113
510000,四川省,2011,2268.94727,12.13084,91.81587,464.64863,74.72457,301.95675,97.31808,29.89853,58.82323,16.27055,128.86386,22.0786,24.51868,94.18153,24.49647,3.00057,330.90805,165.20219,16.20068,311.90959
510000,四川省,2010,1840.5,10.1,76.4,351.3,61.4,236.9,83.8,27.2,49.1,12.1,110.9,16.0,20.1,72.5,19.9,2.3,280.5,126.9,14.2,269.0
510000,四川省,2009,1578.31775,9.15541,70.11312,297.60637,51.44171,203.88431,74.79612,23.03519,43.13207,10.03512,87.34076,13.59837,18.07188,62.33603,17.39155,2.15173,242.56473,101.9848,12.41404,237.26444
510000,四川省,2008,1355.52879,10.93049,65.56377,273.69149,47.00826,162.34236,63.70386,19.31626,37.97954,8.41659,74.55815,11.11991,18.45912,52.74852,13.82745,2.15478,191.3987,86.74381,11.25495,204.31078
510000,四川省,2007,1119.8309,11.24034,51.12998,225.7701,38.9622,127.58627,56.10161,17.07879,30.62841,7.55625,56.18759,10.38376,14.57208,41.7679,12.53375,4.22524,169.72019,71.52198,10.12442,162.74004
510000,四川省,2006,910.08981,10.16525,41.81052,192.92616,32.4309,101.07408,47.61508,16.39402,28.22482,6.27647,46.39567,7.7924,10.99554,33.97425,10.15636,3.45343,131.49698,56.7475,8.82193,123.33845
