省份编码,省份,年份,城镇私营单位就业人员平均工资(元),农、林、牧、渔业城镇私营单位就业人员平均工资(元),采矿业城镇私营单位就业人员平均工资(元),制造业城镇私营单位就业人员平均工资(元),电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资(元),建筑业城镇私营单位就业人员平均工资(元),交通运输、仓储和邮政业城镇私营单位就业人员平均工资(元),信息传输、计算机服务和软件业城镇私营单位就业人员平均工资(元),批发和零售业城镇私营单位就业人员平均工资(元),住宿和餐饮业城镇私营单位就业人员平均工资(元),金融业城镇私营单位就业人员平均工资(元),房地产业城镇私营单位就业人员平均工资(元),租赁和商务服务业城镇私营单位就业人员平均工资(元),科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资(元),水利、环境和公共设施管理业城镇私营单位就业人员平均工资(元),居民服务和其他服务业城镇私营单位就业人员平均工资(元),教育城镇私营单位就业人员平均工资(元),卫生、社会保障和社会福利业城镇私营单位就业人员平均工资(元),文化、体育和娱乐业城镇私营单位就业人员平均工资(元),公共管理和社会组织城镇私营单位就业人员平均工资(元)
540000,西藏自治区,2012,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2011,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2010,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2009,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2019,43477,31325,49282,43942,45771,44675,44229,60252,40745,35100,52442,47405,48099,50086,42789,37522,41040,41634,37815,
610000,陕西省,2018,40783,29498,47174,40982,43750,41532,41870,60233,37880,32302,46532,43642,48042,48100,42017,34199,38915,39565,34424,
610000,陕西省,2017,37472,27177,43957,38280,47417,37356,36053,55334,34945,30042,41769,39910,41110,45715,35859,31436,33977,35737,31957,
610000,陕西省,2016,35676,26255,40376,37044,34596,36002,32903,45439,33577,28393,35384,38328,38768,41934,33887,28799,35752,33505,29999,
610000,陕西省,2015,33220,22993,36773,33841,32713,33136,31296,42117,31480,26799,32253,37933,37018,42208,30194,27793,34863,32283,28439,
610000,陕西省,2014,30483,23228,36760,31542,29533,29540,28968,36581,28568,24460,33374,37493,29915,37802,30533,25713,29707,29447,25549,
610000,陕西省,2013,26454,22480,32114,25582,25193,26140,25359,33454,24392,23418,30310,34150,26870,35281,26817,24315,28344,27224,24069,
610000,陕西省,2012,22753,19514,30298,22450,21277,23290,23220,26518,22306,20264,25580,27613,24531,34187,20493,20881,25160,21051,23631,8884
610000,陕西省,2011,18844,14606,23581,17360,18729,19578,21377,22211,19010,17958,20486,24642,21519,27924,15474,18306,23002,21240,19358,10006
610000,陕西省,2010,16052,12751,21023,14809,15470,16358,17739,21783,15988,14988,17965,18275,19379,26682,13902,16913,21394,18107,17719,8155
610000,陕西省,2009,14092,10603,19186,12940,13548,15067,15405,19495,13576,13382,15203,15991,15984,21015,12743,12228,20104,15183,14922,7292
610000,陕西省,2008,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,41715,33819,43178,39812,47424,39690,45296,49567,39473,40094,50214,44713,45290,57756,38037,39257,47451,42374,36419,
620000,甘肃省,2018,39834,32273,41806,39645,43186,38152,40033,40879,39833,38111,45113,44128,44883,55163,40483,37219,44615,42286,34905,
620000,甘肃省,2017,37704,31571,39572,37642,37688,36270,39652,35310,40643,37017,39157,38002,39310,51435,41894,32035,38304,36604,35592,
620000,甘肃省,2016,35685,30052,34098,36771,36455,34928,38400,32991,40122,32402,33970,34445,36944,43328,41621,31758,32471,36692,33723,
620000,甘肃省,2015,31091,26297,34446,32110,33692,30687,30261,30890,33872,26854,29668,27716,33373,35573,32320,25121,29412,30324,26491,
620000,甘肃省,2014,27273,23011,35228,27507,31371,28051,25820,29282,28350,21748,26392,21340,30711,29440,24935,19572,28089,25354,20419,19363
620000,甘肃省,2013,24334,19319,29127,24212,24873,25256,25435,25994,26544,18656,21144,18383,27761,25220,21640,17945,26742,23149,19808,16553
620000,甘肃省,2012,20922,15366,24488,19563,18746,22158,23037,23540,21971,18661,16821,15803,22243,19670,17053,16549,25631,21298,17270,13622
620000,甘肃省,2011,16731,15722,21273,14639,19360,18834,17207,21060,15464,15259,18577,17297,18595,19531,17083,14895,16090,19065,16193,11059
620000,甘肃省,2010,14318,14289,17881,13517,17889,13533,15523,20892,14208,13410,16864,19243,16315,17057,16972,13066,14576,15614,15364,9248
620000,甘肃省,2009,12975,13707,15323,11916,15903,12353,14069,17636,13748,11549,6667,20161,13792,16222,10226,9685,13537,14242,16303,17284
620000,甘肃省,2008,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,,,,,
630000,青海省,2019,39727,28430,43862,38185,53546,44417,48246,40173,43720,34125,30541,32671,31942,62202,40766,43312,45184,38610,50160,
630000,青海省,2018,38451,28831,42501,38625,49591,40529,47010,39632,44440,32990,29454,29670,29215,57641,36890,41491,41935,34951,43044,
630000,青海省,2017,36588,27980,39675,35406,46869,38588,43500,35235,42539,31886,28776,27898,27432,52103,34265,37931,,33057,40956,
630000,青海省,2016,34908,27389,37813,33161,43754,36882,40555,30711,41043,31381,26447,27527,26958,46717,33035,34424,31081,30976,39689,
630000,青海省,2015,32248,24668,36740,29623,40673,36597,37034,30810,38146,29867,26221,26779,25101,44716,32552,29895,25887,33940,31282,
630000,青海省,2014,30337,20328,31706,29718,37562,35881,31355,28954,31502,25811,20769,26687,22569,41763,23621,26238,25179,25049,30022,20917
630000,青海省,2013,26226,18363,23828,27676,33502,24730,25290,24681,27760,24295,19408,24481,25245,40967,21637,22409,22828,22147,28538,19200
630000,青海省,2012,23056,19468,23728,24265,22685,24321,23028,19872,21666,21977,20949,21236,23822,26093,17024,20525,18369,21617,20627,
630000,青海省,2011,20646,14515,20814,22084,22803,21598,19223,17376,18826,19477,18112,18369,20773,22629,16724,18153,19216,17960,14116,
630000,青海省,2010,17444,12800,18479,17295,18146,18984,16936,13623,16835,16050,17188,16099,20666,22503,15429,15219,17860,17575,12377,
630000,青海省,2009,14798,10330,16146,14456,16421,16612,13246,12378,14160,12312,17023,14084,17883,20061,14076,13092,12667,15047,10628,
630000,青海省,2008,,,,,,,,,,,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,43892,32186,50420,49707,54925,50423,49636,45318,39948,36626,48973,38484,41025,49971,38057,38859,34409,44479,37024,
640000,宁夏回族自治区,2018,40586,32661,42904,44872,48425,44869,43803,40842,37524,34113,43400,39663,35804,43464,36498,36189,35089,39503,35359,
640000,宁夏回族自治区,2017,38982,30629,38720,42797,46041,42756,39203,39889,35892,33654,38284,39661,34240,46887,32042,34716,35338,39539,32444,
640000,宁夏回族自治区,2016,37926,29894,44702,40419,40406,44725,38331,36235,32922,31685,36143,40016,32620,46701,31475,32538,33277,39483,31258,
640000,宁夏回族自治区,2015,36322,29633,42465,38449,37190,39785,32869,32637,31084,31837,40028,38001,30848,45598,29872,30328,28175,37375,28980,
640000,宁夏回族自治区,2014,33229,28840,33134,33417,33045,37008,32061,33857,29201,28782,35754,36381,30016,36945,29042,25939,27234,35608,24796,26500
640000,宁夏回族自治区,2013,32097,24172,32466,31638,32293,36178,30101,29269,28035,28544,30540,37562,27781,38531,28084,24299,26716,30811,24202,20701
640000,宁夏回族自治区,2012,25734,18442,30835,27413,22627,27830,20839,20880,21092,19310,23392,27830,20812,24422,28715,19353,23280,24749,18183,14470
640000,宁夏回族自治区,2011,22515,17884,21959,23853,18630,23403,20719,16305,19886,19941,25575,22996,20593,25655,18423,19302,19879,20950,23368,13518
640000,宁夏回族自治区,2010,19775,13180,21136,20176,16097,20519,18397,17185,17818,16825,26271,24984,20830,21657,16330,18331,16513,17148,13568,
640000,宁夏回族自治区,2009,17264,12291,16826,16683,12933,17637,16246,16297,16428,13564,17983,22399,22589,24209,19439,13972,21188,17405,15866,
640000,宁夏回族自治区,2008,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,45859,42136,68586,42676,61364,52877,49974,48791,43477,45646,53064,40730,42153,50623,40859,35769,37663,45855,41040,
650000,新疆维吾尔自治区,2018,41777,34594,54074,43875,51917,45567,51558,42401,35149,37816,51368,41939,36573,48118,37629,35209,38608,52660,41101,
650000,新疆维吾尔自治区,2017,39958,33982,47810,40984,47150,47699,45036,42508,34769,34407,46858,41044,32830,44347,38826,32853,36495,46828,42498,
650000,新疆维吾尔自治区,2016,38776,32645,49297,40663,46129,48984,43347,35691,30331,29817,44406,40291,31179,41771,35924,31225,34799,45735,39310,
650000,新疆维吾尔自治区,2015,37598,30352,50312,39527,43090,45672,40532,37964,29650,32798,44239,38798,28449,43162,36161,29206,31574,43449,35444,
650000,新疆维吾尔自治区,2014,36199,28853,45958,37519,40183,44311,40413,34976,29320,24777,41620,35320,30620,38642,31363,29672,34559,41648,34479,
650000,新疆维吾尔自治区,2013,33409,30308,44315,32990,33911,41001,37746,31279,27373,24646,36275,34108,27265,32319,27346,27320,29960,32130,22839,
650000,新疆维吾尔自治区,2012,29486,23683,40580,28876,28189,37844,28966,25610,24048,23806,28847,31252,23595,30500,22446,21843,23493,26461,18168,
650000,新疆维吾尔自治区,2011,24771,19691,32945,24004,21488,29929,25992,20089,21581,19907,31007,26365,20673,25645,19232,17760,20267,23299,20385,
650000,新疆维吾尔自治区,2010,20017,15992,27739,19534,18301,23718,20096,15730,17910,15665,25756,21626,18659,24757,16366,15435,17542,20149,17101,
650000,新疆维吾尔自治区,2009,17215,13917,23158,17213,16396,19154,18352,14436,15479,14415,16321,16821,16842,17836,15391,14050,16277,17236,13012,
650000,新疆维吾尔自治区,2008,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,,,,,
