省份编码,省份,年份,供水总量(亿立方米),地表水供水总量(亿立方米),地下水供水总量(亿立方米),其他供水总量(亿立方米),用水总量(亿立方米),农业用水总量(亿立方米),工业用水总量(亿立方米),生活用水总量(亿立方米),生态用水总量(亿立方米),人均用水量(立方米/人)
620000,甘肃省,2018,112.3,83.6,24.8,3.9,112.3,89.2,9.2,9.2,4.7,426.752802584077
620000,甘肃省,2017,116.1,87.1,25.1,3.9,116.1,92.3,10.4,8.7,4.7,443.472531250298
620000,甘肃省,2016,118.35,90.5146,24.7864,3.049,118.4,94.7,11.1,8.3,4.1,454.510556621881
620000,甘肃省,2015,119.2,90.1,26.9,2.2,119.2,96.2,11.6,8.2,3.1,459.315688983167
620000,甘肃省,2014,120.5726,90.8995,28.1104,1.5627,120.5726,97.7769,12.7634,8.2325,1.799696,466.161221728204
620000,甘肃省,2013,121.9903,90.9158,29.4344,1.6401,121.9903,99.2337,13.0652,7.9042,1.785204,472.87185897995
620000,甘肃省,2012,123.05,95.89,25.73,1.46,123.07,95.1,15.7,9.26,3.01,478.709541906047
620000,甘肃省,2011,122.89,97.03,24.42,1.44,122.89,93.84,15.45,10.61,2.99,479.6
620000,甘肃省,2010,121.8238,96.1361,24.2358,1.4519,121.8238,94.2816,13.7482,10.7648,3.0292,476.349638017631
620000,甘肃省,2009,120.626,94.7106,23.9795,1.9359,120.626,93.7722,13.0607,10.801,2.9921,458.392551776553
620000,甘肃省,2008,122.17,92.51,27.71,1.95,122.17,96.93,13.07,9.23,2.94,465.853193517636
620000,甘肃省,2007,122.5016,91.8932,28.7838,1.8246,122.501,96.0548,14.0269,9.4527,2.9666,469.082902546429
620000,甘肃省,2006,122.3331,92.7249000000001,28.4613,1.1469,122.3331,94.3089,15.78,9.1194,3.1248,470.511923076923
620000,甘肃省,2005,122.97,92.25,29.54,1.17,122.97,94.98,15.8,9.12,3.08,475.522041763341
620000,甘肃省,2004,121.75,93.2,28.17,0.37,121.75,96.73,15.9,8.9,0.21,464.88
620000,甘肃省,2003,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,
630000,青海省,2019,26.2,20.7,5.0,0.6,26.2,18.9,2.8,3.2,1.4,432.700247729149
630000,青海省,2018,26.1,20.9,5.0,0.2,26.1,19.3,2.5,3.0,1.3,434.637801831807
630000,青海省,2017,25.8,20.7,5.0,0.2,25.8,19.2,2.5,2.9,1.2,433.082100951773
630000,青海省,2016,26.3995,21.4786,4.8214,0.0995,26.4,19.9,2.6,2.8,1.1,447.078746824725
630000,青海省,2015,26.8,22.2,4.5,0.1,26.8,20.9,2.9,2.6,0.5,457.396424457055
630000,青海省,2014,26.3446,22.6348,3.5823,0.1275,26.3447,21.0052,2.3925,2.5267,0.4203,453.827734711456
630000,青海省,2013,28.2022,24.3171,3.7751,0.11,28.2022,22.7742,2.9301,2.2749,0.223,489.974547634146
630000,青海省,2012,27.4,23.8,3.46831681614604,0.105115221700574,27.4069706663088,22.483050582799,2.53122153629097,2.17357974721888,0.2190188,480.259531188056
630000,青海省,2011,31.15,25.76,5.28,0.11,31.15,23.48,3.53,3.66,0.48,550.5
630000,青海省,2010,30.7736,25.6346767782994,5.033808,0.105115221700574,30.7736,23.1869,3.2613,3.5048,0.8206,549.151030095381
630000,青海省,2009,28.7617,23.9434345649452,4.713167,0.105098435054773,28.7617,21.6059,2.9875,3.3559,0.8124,517.762376237624
630000,青海省,2008,34.36,24.11,10.14,0.11,34.36,22.37,7.85,3.33,0.8,621.338155515371
630000,青海省,2007,31.1089,23.4508,7.6536,,31.1089,20.4717,7.1675,3.2821,0.1876,565.616363636364
630000,青海省,2006,32.2015,24.6537,7.5433,0.0045,32.2014,21.7854,7.0089,3.24,0.1671,590.30980751604
630000,青海省,2005,30.65,23.69,6.96,,30.65,21.06,6.26,3.16,0.17,565.9
630000,青海省,2004,30.16,23.15,7.0,,30.16,21.83,5.2,2.96,0.16,559.67
630000,青海省,2003,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,
640000,宁夏回族自治区,2019,69.9,62.7,6.8,0.4,69.9,59.6,4.4,3.0,2.8,1010.84598698482
640000,宁夏回族自治区,2018,66.2,59.8,6.1,0.3,66.2,56.7,4.3,2.6,2.6,966.423357664234
640000,宁夏回族自治区,2017,66.1,60.3,5.5,0.2,66.1,56.7,4.5,2.3,2.5,974.27960792984
640000,宁夏回族自治区,2016,64.891,59.366,5.306,0.219,64.9,56.3,4.4,2.2,2,966.492926284438
640000,宁夏回族自治区,2015,70.4,65.0,5.1,0.2,70.4,62.0,4.4,1.8,2.2,1059.10848339878
640000,宁夏回族自治区,2014,70.313,64.669,5.472,0.172,70.313,61.256,4.978,1.745,2.334,1068.58662613982
640000,宁夏回族自治区,2013,72.127,66.402,5.559,0.166,72.127,63.436,5.01,1.635,2.046,1108.63132978274
640000,宁夏回族自治区,2012,69.35,63.75,5.46,0.15,69.35,61.41,4.86,1.61,1.47,1078.00161661382
640000,宁夏回族自治区,2011,73.59,68.0,5.59,,73.61,66.12,4.64,1.86,0.98,1157.0
640000,宁夏回族自治区,2010,72.37,66.952,5.418,,72.37,65.047,4.123,1.779,1.421,1150.41012271889
640000,宁夏回族自治区,2009,72.234,67.026,5.208,,72.234,65.256,3.676,1.7445,1.557,1162.252614642
640000,宁夏回族自治区,2008,74.18,69.04,5.14,,74.18,67.97,3.33,1.63,1.24,1208.14332247557
640000,宁夏回族自治区,2007,71.002,65.942,5.06,,71.002,64.754,3.523,1.756,0.969,1169.71993410214
640000,宁夏回族自治区,2006,77.629,72.586,5.043,0.0,77.629,71.732,3.469,1.764,0.664,1293.81666666667
640000,宁夏回族自治区,2005,78.09,72.74,5.35,,78.09,72.27,3.45,1.75,0.62,1314.2
640000,宁夏回族自治区,2004,74.04,68.68,5.36,,74.04,68.61,3.21,1.79,0.42,1259.3
640000,宁夏回族自治区,2003,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,
650000,新疆维吾尔自治区,2019,587.7,479.1,106.4,2.2,587.7,511.4,11.5,15.7,49,2346.10778443114
650000,新疆维吾尔自治区,2018,548.8,445.8,101.3,1.7,548.8,490.9,12.6,14.8,30.5,2225.46634225466
650000,新疆维吾尔自治区,2017,552.3,440.9,109.8,1.6,552.3,514.4,13.1,14.7,10.2,2280.77999950445
650000,新疆维吾尔自治区,2016,565.375508126685,445.907662,118.573608126685,0.894238,565.4,533.3,11.7,13.9,6.5,2376.62883564523
650000,新疆维吾尔自治区,2015,577.2,456.9,119.4,0.9,577.2,546.4,11.8,13.2,5.8,2478.21046756258
650000,新疆维吾尔自治区,2014,581.817211527217,449.402802901117,131.3576246261,1.056784,581.818302091511,550.993464607511,13.25307755,12.307217734,5.2645422,2550.71592324205
650000,新疆维吾尔自治区,2013,588.035532721539,472.192246998951,114.675971722587,1.167314,588.03592364172,557.68865762522,12.780207228,11.742068623,5.8249901655,2615.36443251269
650000,新疆维吾尔自治区,2012,590.1375897741,477.8716926741,110.8878971,1.378,590.1375897741,561.7475092445,12.3766326131,11.990855653,4.0225922635,2657.38565109502
650000,新疆维吾尔自治区,2011,523.51,424.97,97.75,0.79,523.5,488.41,12.57,13.81,8.68,2382.9
650000,新疆维吾尔自治区,2010,535.075915,439.187912,95.151083,0.73692,535.0759390851,484.641557438549,11.19841229,12.75382926825,26.4821400883009,2463.66467185006
650000,新疆维吾尔自治区,2009,530.902817362,440.248623,89.957125362,0.697069,530.904683394,489.3890635,10.059250944,14.94085795,16.515511,2475.08010906294
650000,新疆维吾尔自治区,2008,528.22,447.78,79.87,0.57,528.22,486.15,9.78,12.19,20.1,2499.85802177
650000,新疆维吾尔自治区,2007,517.74,449.16,67.78,0.8,517.74,476.77,9.23,11.29,20.45,2498.14234016888
650000,新疆维吾尔自治区,2006,513.43,455.53,57.1,0.8,513.43,469.95,8.61,10.67,24.2,2529.2118226601
650000,新疆维吾尔自治区,2005,508.48,448.92,58.64,0.92,508.48,464.36,8.2,10.46,25.46,2539.7
650000,新疆维吾尔自治区,2004,497.06,439.11,57.52,0.43,497.06,457.04,8.01,12.3,19.71,2532.14
650000,新疆维吾尔自治区,2003,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,
