省份编码,省份,年份,废水排放总量(万吨),化学需氧量排放量(万吨),氨氮排放量(万吨),总氮排放量(万吨),总磷排放量(万吨),石油类排放量(吨),挥发酚排放量(吨),铅排放量(千克),汞排放量(千克),镉排放量(千克),总铬排放量(千克),砷排放量(千克),六价铬排放量(千克)
640000,宁夏回族自治区,2013,38528.432105,22.19249401,1.70763648,2.73702214,0.21239626,153.4363,6.923479,19.087,5.2278,2.412,241.593,52.787,125.92
640000,宁夏回族自治区,2012,38948.0812,22.80305466,1.74492777,2.73105311,0.21116286,179.028,10.6411823,92.122,4.317,24.17,340.276,168.695,110.05
640000,宁夏回族自治区,2011,39432.3706,23.36844437,1.8005442,3.0607592,0.3322672,146.2414,9.517745,110.827,4.496,29.362,452.11,212.881,113.42
640000,宁夏回族自治区,2010,40653.0,12.2,1.29461,,,,,,,,,,
640000,宁夏回族自治区,2009,41336.4634,12.5,0.81112635,,,,,,,,,,
640000,宁夏回族自治区,2008,37948.0,13.2,0.77699,,,,,,,,,,
640000,宁夏回族自治区,2007,37213.3761,13.7,0.79351682,,,,,,,,,,
640000,宁夏回族自治区,2006,25276.0,14.0,0.9926,,,,,,,,,,
640000,宁夏回族自治区,2005,35817.0,14.3,1.69417,,,,,,,,,,
640000,宁夏回族自治区,2004,23773.0,6.6154,0.73798,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2017,,52.542975,2.732345,5.734925,0.497823,93.83,2.16204,40,290,28,548,237,40.29
650000,新疆维吾尔自治区,2016,93906.8896945,23.53964359,2.49908625,3.83275927,0.2540085,313.0148,5.2231729,288.888,7.762,17.8911,334.5333,848.8804,60.0313
650000,新疆维吾尔自治区,2015,99952.0612316,66.02553448,4.56165322,15.5414,1.3037,406.2935,9.1318986,137.3113,22.5666,16.5684,824.5652,620.3567,526.423
650000,新疆维吾尔自治区,2014,102748.3143001,67.02465124,4.59380533,17.2716971,1.44173206,847.9053,26.7595709,125.0805,21.6036,56.886,1285.1843,847.1062,1009.2615
650000,新疆维吾尔自治区,2013,100720.286776,67.23833879,4.65144514,16.20601934,1.19869383,1571.8704,15.9900508,135.0321,21.8173,59.5847,2067.0949,885.4301,1638.992
650000,新疆维吾尔自治区,2012,93810.4865,67.9186017,4.72149269,16.20594478,1.19052897,593.1185,15.78964,906.6864,32.5549,210.0806,2737.5236,1338.6168,1690.2676
650000,新疆维吾尔自治区,2011,83328.5387000013,67.2905142900005,4.68402087000003,17.0617067000001,1.44822871000001,280.5681,40.9865970000005,1263.79500000001,23.6119999999992,760.896999999997,5773.47200000001,2672.951,1699.51999999999
650000,新疆维吾尔自治区,2010,83690.0,29.6,2.66193,,,,,,,,,,
650000,新疆维吾尔自治区,2009,77183.6322,28.7,2.55349655,,,,,,,,,,
650000,新疆维吾尔自治区,2008,74700.0,28.7,2.38977,,,,,,,,,,
650000,新疆维吾尔自治区,2007,68617.3033,29.0,2.31254257,,,,,,,,,,
650000,新疆维吾尔自治区,2006,57440.0,28.8,2.30524,,,,,,,,,,
650000,新疆维吾尔自治区,2005,63419.0,27.1,2.20182,,,,,,,,,,
650000,新疆维吾尔自治区,2004,60040.0,26.17445,2.02329,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,
