省份编码,省份,年份,6岁及6岁以上人口数(人口抽样调查)(人),6岁及6岁以上男性人口数(人口抽样调查)(人),6岁及6岁以上女性人口数(人口抽样调查)(人),6岁及6岁以上未上过学人口数(人口抽样调查)(人),6岁及6岁以上未上过学男性人口数(人口抽样调查)(人),6岁及6岁以上未上过学女性人口数(人口抽样调查)(人),6岁及6岁以上小学人口数(人口抽样调查)(人),6岁及6岁以上小学男性人口数(人口抽样调查)(人),6岁及6岁以上小学女性人口数(人口抽样调查)(人),6岁及6岁以上初中人口数(人口抽样调查)(人),6岁及6岁以上初中男性人口数(人口抽样调查)(人),6岁及6岁以上初中女性人口数(人口抽样调查)(人),6岁及6岁以上高中人口数(人口抽样调查)(人),6岁及6岁以上高中男性人口数(人口抽样调查)(人),6岁及6岁以上高中女性人口数(人口抽样调查)(人),6岁及6岁以上大专及以上人口数(人口抽样调查)(人),6岁及6岁以上大专及以上男性人口数(人口抽样调查)(人),6岁及6岁以上大专及以上女性人口数(人口抽样调查)(人)
510000,四川省,2004,79919,40160,39758,8186,2568,5617,31767,15994,15773,28665,15307,13358,8409,4631,3778,2891,1660,1232
510000,四川省,2003,80344,40564,39780,8509,2656,5853,32491,16490,16000,27761,14864,12897,8580,4742,3838,3004,1811,1192
510000,四川省,2002,79863,39892,39972,9775,3054,6721,31607,16088,15519,27149,14409,12740,8340,4572,3768,2992,1769,1223
510000,四川省,2001,,,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,,,
520000,贵州省,2019,25671,13224,12447,2624,704,1921,9041,4617,4424,8967,5167,3800,2903,1592,1311,2136,1144,992
520000,贵州省,2018,26757,13916,12840,2656,722,1935,9292,4816,4476,9112,5259,3853,3209,1793,1415,2488,1326,1161
520000,贵州省,2017,26997,13887,13110,2670,796,1875,9012,4496,4516,9478,5400,4078,3253,1829,1424,2584,1367,1217
520000,贵州省,2016,27172,13928,13244,3117,924,2192,9233,4698,4535,9951,5670,4281,2967,1612,1354,1905,1025,881
520000,贵州省,2015,501212,257670,243541,60459,16415,44043,172357,89470,82887,174867,100544,74323,51158,28770,22387,42372,22469,19902
520000,贵州省,2014,26616,13551,13065,2841,898,1943,8758,4446,4312,9483,5478,4005,2773,1603,1169,2763,1126,1636
520000,贵州省,2013,26607,13673,12934,2657,893,1763,8982,4522,4460,9731,5443,4288,2818,1677,1141,2419,1137,1282
520000,贵州省,2012,26638,13598,13040,3040,916,2124,9841,4955,4886,9289,5184,4105,2720,1577,1144,1749,967,781
520000,贵州省,2011,27087,14274,12813,3033,854,2178,10837,5537,5300,9004,5286,3718,1982,1120,862,2232,1477,755
520000,贵州省,2010,,,,,,,,,,,,,,,,,,
520000,贵州省,2009,31262,16059,15203,3731,1014,2717,13391,6758,6633,10924,6380,4545,2180,1291,889,1035,617,420
520000,贵州省,2008,31612,16325,15287,4014,1108,2906,13495,6916,6579,10642,6246,4396,2354,1393,960,1108,661,446
520000,贵州省,2007,31909,16345,15564,4512,1257,3255,14127,7220,6907,9921,5896,4025,2324,1366,958,1026,607,419
520000,贵州省,2006,31859,16339,15520,5146,1430,3716,14169,7284,6885,9647,5912,3735,2032,1187,846,866,527,339
520000,贵州省,2005,448406,229078,219328,83420,22192,61228,200332,106659,93674,119830,73200,46630,29927,17874,12053,14897,9153,5743
520000,贵州省,2004,34643,17870,16772,5056,1598,3458,14488,7455,7033,10817,6352,4465,2732,1556,1176,1550,909,641
520000,贵州省,2003,34629,17857,16771,5846,1887,3959,14108,7400,6708,9841,5818,4024,3003,1665,1338,1831,1089,742
520000,贵州省,2002,34146,17630,16516,5534,1701,3833,14583,7598,6985,10253,6127,4126,2573,1493,1080,1202,712,492
520000,贵州省,2001,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,,,
530000,云南省,2019,34999,17795,17204,2534,771,1763,12974,6365,6608,11359,6483,4876,4185,2317,1868,3947,1859,2089
530000,云南省,2018,36584,18926,17658,2993,968,2027,13080,6451,6629,12369,7053,5317,4507,2604,1902,3635,1851,1784
530000,云南省,2017,36543,18891,17652,3008,981,2027,13232,6566,6666,12311,7056,5255,4882,2669,2212,3109,1619,1490
530000,云南省,2016,36930,18655,18276,3219,1032,2186,14306,7186,7120,12135,6834,5301,4060,2147,1913,3210,1456,1755
530000,云南省,2015,682247,348765,333482,63598,19905,43693,255239,128613,126626,220696,124866,95830,78036,42893,35143,64678,32489,32189
530000,云南省,2014,36038,18487,17551,2977,962,2014,14943,7455,7488,12096,6816,5279,3569,1932,1638,2454,1322,1132
530000,云南省,2013,35624,18454,17170,2980,1072,1908,14753,7404,7350,11631,6555,5076,3497,1896,1601,2763,1527,1235
530000,云南省,2012,36013,18498,17515,3009,1020,1989,14876,7508,7368,11290,6424,4865,4401,2198,2203,2438,1348,1090
530000,云南省,2011,36655,18653,18002,3174,1067,2107,15759,7867,7892,11906,6713,5194,3258,1796,1462,2558,1212,1346
530000,云南省,2010,,,,,,,,,,,,,,,,,,
530000,云南省,2009,37602,19477,18125,4849,1582,3267,17080,8714,8366,11841,6985,4856,2681,1557,1124,1152,640,512
530000,云南省,2008,38031,19739,18292,4632,1452,3179,18386,9373,9014,11108,6574,4534,2571,1428,1143,1334,912,422
530000,云南省,2007,38261,19658,18602,5467,1725,3741,18081,9418,8663,10533,6232,4301,2640,1439,1202,1540,845,695
530000,云南省,2006,38145,19638,18506,5744,1842,3902,17830,9338,8492,10808,6399,4409,2579,1388,1191,1184,670,514
530000,云南省,2005,537098,276207,260891,96592,30641,65950,255810,136154,119656,132722,80138,52584,33857,19043,14813,18117,10229,7889
530000,云南省,2004,39182,19778,19404,5690,1848,3843,17888,9202,8686,11176,6301,4875,2923,1559,1363,1504,868,637
530000,云南省,2003,38942,20304,18639,7254,2482,4772,20218,10714,9503,8856,5563,3294,1902,1136,767,712,409,302
530000,云南省,2002,38413,19747,18667,7799,2418,5380,17727,9638,8089,9675,5913,3762,2447,1347,1101,766,431,334
530000,云南省,2001,,,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,2448,1217,1230,803,306,497,811,450,361,464,274,190,162,86,76,208,102,107
540000,西藏自治区,2018,2537,1256,1282,835,325,510,881,478,402,458,259,199,162,87,74,203,106,97
540000,西藏自治区,2017,2508,1253,1255,864,355,509,871,473,398,415,235,180,148,83,65,210,107,103
540000,西藏自治区,2016,2512,1272,1240,982,410,571,786,448,338,466,273,193,146,82,64,132,59,73
540000,西藏自治区,2015,45898,23178,22720,16503,6825,9678,16848,9333,7515,6639,3913,2727,2641,1483,1159,3265,1625,1641
540000,西藏自治区,2014,2343,1182,1161,1040,459,581,844,467,377,304,175,129,93,49,44,61,32,30
540000,西藏自治区,2013,2300,1169,1131,955,448,507,915,478,437,279,163,115,97,53,44,55,27,28
540000,西藏自治区,2012,2332,1157,1175,800,344,456,1001,525,476,312,177,135,119,58,61,99,51,47
540000,西藏自治区,2011,2355,1204,1151,704,275,428,1032,571,461,378,222,155,126,69,57,117,67,51
540000,西藏自治区,2010,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2009,2375,1163,1211,885,351,535,1052,568,484,305,176,129,92,49,43,40,19,19
540000,西藏自治区,2008,2385,1159,1226,818,302,516,1131,614,517,315,186,129,80,38,42,41,19,22
540000,西藏自治区,2007,2401,1178,1223,827,321,506,1164,628,536,311,177,134,70,38,32,29,14,15
540000,西藏自治区,2006,2361,1156,1206,965,360,605,1039,594,445,265,160,105,67,30,38,25,13,12
540000,西藏自治区,2005,32972,16279,16694,15016,6024,8992,14164,8096,6068,2799,1634,1165,700,362,338,293,163,131
540000,西藏自治区,2004,2443,1193,1250,909,339,569,1146,641,505,294,164,130,71,32,39,23,15,8
540000,西藏自治区,2003,2426,1154,1272,1089,423,666,993,542,451,258,146,111,66,33,34,20,10,10
540000,西藏自治区,2002,2406,1151,1255,914,339,575,1122,619,503,282,147,136,69,37,32,19,9,10
540000,西藏自治区,2001,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,,,
610000,陕西省,2019,28220,14257,13963,1211,345,865,6048,2716,3331,11713,6256,5457,5380,2860,2521,3868,2078,1790
610000,陕西省,2018,29664,14848,14816,1602,475,1127,7092,3282,3809,10720,5703,5017,5084,2739,2345,5168,2650,2518
610000,陕西省,2017,29461,14479,14982,1794,563,1232,7119,3359,3760,11026,5938,5088,5018,2740,2279,4502,1880,2624
610000,陕西省,2016,29889,15052,14837,1685,542,1143,6847,3172,3674,11835,6364,5471,5701,3218,2482,3822,1755,2067
610000,陕西省,2015,549196,276983,272213,29519,9110,20409,126830,60191,66638,207427,109406,98021,87981,49390,38591,97441,48887,48554
610000,陕西省,2014,29130,14993,14137,1790,578,1211,6663,3073,3590,11578,6151,5427,5882,3436,2447,3217,1755,1462
610000,陕西省,2013,28894,14787,14107,1356,419,937,6615,3084,3532,12128,6449,5679,5331,2940,2391,3463,1895,1568
610000,陕西省,2012,29505,15229,14276,1576,536,1040,6841,3162,3679,12385,6654,5731,5552,3108,2445,3150,1769,1381
610000,陕西省,2011,30034,15364,14670,1741,603,1138,7339,3485,3854,12936,6838,6098,4967,2841,2127,3050,1597,1454
610000,陕西省,2010,,,,,,,,,,,,,,,,,,
610000,陕西省,2009,31717,15992,15726,2283,740,1543,8917,4134,4783,12998,6945,6053,4636,2617,2019,2885,1556,1329
610000,陕西省,2008,32268,16286,15981,2513,774,1739,9264,4321,4943,12665,6848,5818,5023,2796,2227,2802,1547,1254
610000,陕西省,2007,32678,16365,16314,2737,803,1934,9414,4443,4971,12804,6799,6005,5199,2890,2309,2525,1431,1093
610000,陕西省,2006,32796,16400,16396,2830,840,1990,9837,4652,5186,12723,6704,6019,4960,2783,2177,2445,1421,1024
610000,陕西省,2005,465541,233706,231835,44316,13179,31138,145308,69805,75503,181467,97658,83810,65714,36551,29163,28734,16514,12221
610000,陕西省,2004,34131,17494,16637,3105,958,2148,10222,5015,5206,12949,7042,5906,5387,3008,2379,2468,1470,997
610000,陕西省,2003,34371,17532,16839,3542,1161,2381,10443,5090,5353,12419,6730,5689,5775,3237,2538,2192,1314,878
610000,陕西省,2002,34241,17530,16712,4463,1538,2925,12133,6139,5995,11843,6523,5319,4448,2505,1943,1354,824,529
610000,陕西省,2001,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,19090,9627,9463,2005,538,1468,5948,2888,3060,5638,3100,2538,3221,1896,1326,2277,1207,1072
620000,甘肃省,2018,19988,10148,9840,2067,589,1477,6374,3079,3294,5921,3286,2635,3110,1831,1280,2517,1363,1155
620000,甘肃省,2017,20151,10181,9970,1913,566,1347,6216,3005,3211,6066,3332,2733,3154,1759,1396,2801,1520,1282
620000,甘肃省,2016,20445,10322,10122,1793,550,1244,6813,3264,3549,6337,3461,2876,3310,1863,1447,2191,1184,1006
620000,甘肃省,2015,377237,193736,183501,41499,13002,28497,115600,56395,59205,112808,63486,49322,60103,35826,24276,47227,25025,22201
620000,甘肃省,2014,19984,10323,9661,1790,576,1214,6573,3210,3363,6948,3884,3064,2612,1484,1128,2061,1169,892
620000,甘肃省,2013,19821,10160,9661,1521,515,1006,6747,3255,3492,6945,3758,3187,2820,1624,1196,1788,1007,780
620000,甘肃省,2012,20108,10332,9775,1774,588,1187,6796,3298,3498,6639,3602,3037,3109,1770,1339,1790,1075,715
620000,甘肃省,2011,20547,10641,9906,2048,702,1346,6885,3327,3558,6803,3741,3062,2996,1767,1229,1816,1105,712
620000,甘肃省,2010,,,,,,,,,,,,,,,,,,
620000,甘肃省,2009,22002,11145,10857,3300,1100,2200,7697,3765,3932,7345,4119,3226,2607,1541,1066,1053,620,432
620000,甘肃省,2008,22262,11200,11062,3530,1116,2414,7901,3946,3955,7283,4061,3221,2550,1502,1048,999,575,424
620000,甘肃省,2007,22562,11386,11175,3866,1238,2627,7765,3846,3920,7277,4113,3164,2790,1673,1117,864,517,348
620000,甘肃省,2006,22590,11378,11212,4405,1382,3022,7867,3956,3911,6963,4006,2957,2608,1583,1026,746,451,295
620000,甘肃省,2005,320059,160557,159501,59141,18388,40753,118587,59212,59375,92812,53116,39696,35882,21514,14368,13637,8327,5310
620000,甘肃省,2004,23826,12231,11595,3977,1395,2582,8307,4159,4147,7116,4058,3058,3075,1833,1242,1351,786,565
620000,甘肃省,2003,23934,12258,11676,4176,1503,2673,8589,4289,4300,7128,4012,3115,2980,1797,1183,1062,657,405
620000,甘肃省,2002,23833,12203,11630,4317,1532,2785,9142,4599,4543,6879,3973,2907,2767,1665,1102,727,434,293
620000,甘肃省,2001,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,,,
630000,青海省,2019,4348,2250,2098,512,163,348,1508,772,736,1216,710,506,514,274,240,598,331,267
630000,青海省,2018,4520,2348,2173,536,179,357,1533,763,770,1259,735,524,539,304,235,652,366,286
630000,青海省,2017,4514,2320,2194,475,165,310,1772,868,903,1248,729,520,493,271,223,526,289,237
630000,青海省,2016,4581,2359,2223,605,219,386,1602,790,812,1390,804,585,540,305,235,444,241,204
630000,青海省,2015,84198,43997,40202,13950,5150,8801,29610,15164,14446,22619,13478,9141,9219,5445,3773,8799,4760,4040
630000,青海省,2014,4422,2219,2203,587,207,380,1514,755,759,1223,719,504,533,285,247,567,253,313
630000,青海省,2013,4398,2246,2152,597,213,384,1532,778,754,1206,681,524,511,273,237,553,299,253
630000,青海省,2012,4414,2276,2138,639,247,391,1613,816,797,1242,697,546,497,278,219,423,238,185
630000,青海省,2011,4454,2244,2210,534,195,339,1699,836,863,1261,732,529,554,284,270,405,195,209
630000,青海省,2010,,,,,,,,,,,,,,,,,,
630000,青海省,2009,4561,2289,2272,632,179,453,1874,940,934,1186,693,493,467,258,208,403,217,185
630000,青海省,2008,4643,2335,2308,704,213,491,1877,942,935,1231,724,507,483,261,222,347,195,152
630000,青海省,2007,4679,2368,2311,781,246,535,1784,919,865,1269,738,531,514,280,235,331,185,145
630000,青海省,2006,4671,2370,2301,840,272,568,1754,921,833,1295,750,545,503,269,234,278,159,119
630000,青海省,2005,65843,33116,32728,14906,4869,10037,22575,11987,10588,16520,9809,6711,7161,3838,3323,4682,2613,2069
630000,青海省,2004,4793,2451,2341,950,308,642,1710,917,793,1369,800,569,547,299,248,216,127,89
630000,青海省,2003,4781,2429,2352,1015,327,688,1683,910,773,1311,768,542,530,284,246,242,139,102
630000,青海省,2002,4724,2419,2305,1051,333,718,1796,994,801,1306,772,534,423,236,187,149,84,64
630000,青海省,2001,,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,4937,2532,2405,429,128,301,1336,656,680,1695,959,736,778,425,353,698,365,334
640000,宁夏回族自治区,2018,5168,2545,2623,474,142,332,1469,726,743,1700,952,748,843,391,452,680,333,348
640000,宁夏回族自治区,2017,5211,2544,2668,374,109,266,1343,642,700,1769,976,793,906,414,492,819,401,415
640000,宁夏回族自治区,2016,5210,2681,2529,350,99,251,1394,672,722,1821,1013,807,844,468,375,801,428,374
640000,宁夏回族自治区,2015,95349,48936,46413,8397,2578,5820,26334,12762,13572,32026,18043,13983,14059,7762,6297,14533,7792,6742
640000,宁夏回族自治区,2014,5062,2597,2465,407,127,280,1515,727,788,1882,1061,822,717,397,320,540,285,255
640000,宁夏回族自治区,2013,4969,2524,2445,380,128,253,1427,671,757,1825,1007,818,778,420,358,559,298,258
640000,宁夏回族自治区,2012,4961,2525,2436,363,121,241,1644,786,858,1871,1030,842,631,355,276,452,232,219
640000,宁夏回族自治区,2011,5045,2650,2395,406,134,272,1546,749,797,1955,1123,831,685,406,279,452,238,214
640000,宁夏回族自治区,2010,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2009,5083,2585,2497,476,151,325,1558,731,827,1957,1096,861,667,374,293,425,233,192
640000,宁夏回族自治区,2008,5095,2585,2510,458,137,322,1673,798,875,1918,1069,849,656,363,293,390,218,171
640000,宁夏回族自治区,2007,5117,2584,2533,617,180,436,1679,818,861,1803,1011,792,637,357,281,380,217,163
640000,宁夏回族自治区,2006,5090,2581,2509,699,211,488,1719,852,866,1682,953,729,620,344,276,370,221,149
640000,宁夏回族自治区,2005,71782,35970,35812,11607,3527,8080,24015,12055,11961,22730,12862,9868,8534,4739,3795,4895,2786,2109
640000,宁夏回族自治区,2004,5165,2598,2567,688,214,474,1743,853,890,1650,931,719,713,382,330,370,216,154
640000,宁夏回族自治区,2003,5131,2600,2530,778,240,538,1815,906,909,1594,918,676,660,370,290,284,168,117
640000,宁夏回族自治区,2002,5068,2588,2481,759,242,517,1714,856,859,1703,973,730,605,345,260,287,173,115
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,17833,8977,8856,810,349,461,5399,2602,2797,6316,3333,2983,2654,1414,1241,2653,1279,1375
650000,新疆维吾尔自治区,2018,18375,9165,9210,834,351,483,5290,2590,2701,6203,3184,3019,2883,1489,1393,3166,1551,1614
650000,新疆维吾尔自治区,2017,18080,9131,8949,658,269,388,5187,2529,2658,6093,3213,2880,2873,1506,1366,3270,1613,1658
650000,新疆维吾尔自治区,2016,18087,9230,8857,790,315,475,5455,2692,2763,6743,3591,3151,2618,1391,1226,2483,1240,1241
650000,新疆维吾尔自治区,2015,329900,168109,161791,16311,6765,9546,98351,48551,49800,121585,64950,56635,45655,24427,21228,47998,23416,24583
650000,新疆维吾尔自治区,2014,17083,8732,8351,666,271,395,4799,2371,2428,6805,3622,3184,2548,1349,1200,2263,1119,1144
650000,新疆维吾尔自治区,2013,16918,8662,8256,694,285,409,5205,2553,2653,6697,3567,3130,2147,1138,1008,2174,1118,1057
650000,新疆维吾尔自治区,2012,16910,8624,8286,629,278,351,5362,2599,2763,6418,3414,3004,2229,1171,1059,2272,1162,1110
650000,新疆维吾尔自治区,2011,17200,8833,8367,679,294,385,5147,2525,2622,6419,3431,2988,2522,1341,1181,2433,1242,1191
650000,新疆维吾尔自治区,2010,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2009,17442,8822,8620,678,294,383,5875,2847,3028,7179,3799,3380,2052,1060,992,1658,822,837
650000,新疆维吾尔自治区,2008,17510,8897,8612,849,350,499,6039,2985,3054,6894,3652,3242,2029,1032,997,1699,878,821
650000,新疆维吾尔自治区,2007,17464,8871,8593,801,318,484,6149,3056,3093,6888,3630,3258,2057,1070,987,1567,796,771
650000,新疆维吾尔自治区,2006,17229,8731,8499,1109,461,648,6187,3026,3161,6463,3450,3013,1972,1035,937,1498,760,738
650000,新疆维吾尔自治区,2005,243918,123489,120429,19703,7686,12017,85226,42054,43171,87885,47218,40667,29764,15574,14190,21340,10957,10383
650000,新疆维吾尔自治区,2004,17515,8894,8621,1160,484,676,6012,2961,3052,6168,3290,2879,2442,1232,1209,1733,928,806
650000,新疆维吾尔自治区,2003,17268,8823,8445,1134,454,679,6354,3150,3204,5920,3184,2735,2135,1125,1010,1726,909,817
650000,新疆维吾尔自治区,2002,18220,9201,9019,1411,580,831,6523,3218,3305,5782,3094,2688,2705,1381,1324,1800,928,871
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,,,
