省份编码,省份,年份,15岁及以上人口数(人口抽样调查)(人),15岁及以上男性人口数(人口抽样调查)(人),15岁及以上女性人口数(人口抽样调查)(人),15岁及以上未婚人口数(人口抽样调查)(人),15岁及以上男性未婚人口数(人口抽样调查)(人),15岁及以上女性未婚人口数(人口抽样调查)(人),15岁及以上有配偶人口数(人口抽样调查)(人),15岁及以上男性有配偶人口数(人口抽样调查)(人),15岁及以上女性有配偶人口数(人口抽样调查)(人),15岁及以上初婚有配偶人口数(人口抽样调查)(人),15岁及以上男性初婚有配偶人口数(人口抽样调查)(人),15岁及以上女性初婚有配偶人口数(人口抽样调查)(人),15岁及以上再婚有配偶人口数(人口抽样调查)(人),15岁及以上男性再婚有配偶人口数(人口抽样调查)(人),15岁及以上女性再婚有配偶人口数(人口抽样调查)(人),15岁及以上离婚人口数(人口抽样调查)(人),15岁及以上男性离婚人口数(人口抽样调查)(人),15岁及以上女性离婚人口数(人口抽样调查)(人),15岁及以上丧偶人口数(人口抽样调查)(人),15岁及以上男性丧偶人口数(人口抽样调查)(人),15岁及以上女性丧偶人口数(人口抽样调查)(人)
520000,贵州省,2012,22393,11333,11060,4729,2758,1971,,,,15433,7677,7756,428,218,209,386,231,156,1417,448,968
520000,贵州省,2011,22475,11793,10682,5202,3391,1811,,,,14924,7450,7474,441,216,225,373,225,148,1534,511,1024
520000,贵州省,2010,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2009,25403,12941,12462,5287,3213,2074,,,,17814,8765,9049,417,222,195,337,218,119,1548,523,1025
520000,贵州省,2008,25238,12865,12373,5097,3082,2015,,,,17758,8786,8972,462,252,211,289,185,104,1632,560,1072
520000,贵州省,2007,25171,12705,12466,4877,2925,1953,,,,17810,8801,9009,491,249,242,301,194,106,1692,536,1156
520000,贵州省,2006,25207,12812,12396,4955,3020,1935,,,,17837,8783,9054,516,273,242,254,169,85,1646,566,1079
520000,贵州省,2005,353816,178813,175003,63287,39732,23555,,,,254057,123713,130344,9847,5116,4730,3845,2450,1395,22780,7802,14978
520000,贵州省,2004,28140,14360,13780,6030,3644,2386,,,,19514,9658,9857,468,248,220,380,229,151,1748,581,1166
520000,贵州省,2003,28111,14350,13760,5904,3629,2275,,,,19533,9635,9898,538,275,263,406,243,163,1729,569,1161
520000,贵州省,2002,27497,14126,13371,5856,3598,2258,,,,19165,9517,9648,503,263,239,313,192,121,1660,556,1104
520000,贵州省,2001,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2019,31042,15749,15293,6413,3897,2517,22092,10943,11149,,,,,,,722,412,310,1815,497,1318
530000,云南省,2018,32428,16725,15703,6783,4402,2381,23034,11394,11640,,,,,,,747,408,339,1864,521,1343
530000,云南省,2017,32191,16570,15621,7500,4668,2832,22213,10983,11230,,,,,,,723,435,288,1755,484,1271
530000,云南省,2016,32301,16265,16036,7063,4071,2992,22774,11309,11465,,,,,,,629,369,260,1835,515,1320
530000,云南省,2015,597416,304040,293376,128862,77994,50868,421809,209367,212442,,,,,,,11429,6345,5084,33675,9453,24222
530000,云南省,2014,31527,16067,15460,6095,3706,2389,,,,22236,11092,11144,765,373,392,592,341,251,1839,555,1284
530000,云南省,2013,30934,15956,14978,5810,3706,2104,,,,22412,11166,11246,493,238,256,488,271,217,1731,575,1156
530000,云南省,2012,31272,16012,15259,6472,3868,2604,,,,22226,11128,11097,535,278,258,400,227,173,1638,511,1128
530000,云南省,2011,31821,16187,15633,6661,3779,2882,,,,22362,11288,11074,574,277,297,465,283,182,1759,560,1198
530000,云南省,2010,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2009,31760,16375,15385,6133,3954,2179,,,,22507,11163,11344,600,314,286,429,277,152,2092,668,1424
530000,云南省,2008,31885,16450,15435,6486,4208,2278,,,,22475,11103,11372,598,316,282,358,221,137,1968,603,1365
530000,云南省,2007,31972,16278,15694,6486,4019,2467,,,,22600,11147,11453,639,312,327,384,229,155,1863,572,1291
530000,云南省,2006,31972,16349,15623,6292,3981,2312,,,,22802,11271,11531,633,311,322,368,203,165,1878,584,1294
530000,云南省,2005,446987,228580,218407,85689,54480,31210,,,,320210,157797,162413,11043,5596,5447,4304,2531,1773,25741,8176,17564
530000,云南省,2004,33119,16594,16525,6625,3991,2634,,,,23232,11370,11862,662,336,326,424,240,185,2176,657,1519
530000,云南省,2003,32286,16808,15478,6800,4419,2381,,,,22521,11160,11361,569,285,284,299,168,131,2096,776,1320
530000,云南省,2002,32138,16414,15724,6726,4246,2480,,,,22331,10991,11339,752,392,359,345,199,146,1985,586,1399
530000,云南省,2001,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,2028,1001,1027,576,315,261,1300,644,656,,,,,,,46,13,33,106,29,77
540000,西藏自治区,2018,2154,1058,1096,614,339,275,1351,668,683,,,,,,,57,15,42,132,36,96
540000,西藏自治区,2017,2126,1064,1062,592,317,275,1368,699,669,,,,,,,46,12,34,120,35,85
540000,西藏自治区,2016,2119,1076,1043,649,344,304,1306,679,628,,,,,,,46,15,32,117,38,79
540000,西藏自治区,2015,38702,19575,19127,11711,6300,5410,23918,12296,11622,,,,,,,775,254,520,2299,724,1575
540000,西藏自治区,2014,1976,994,983,652,358,294,,,,1127,564,563,25,12,14,56,19,37,116,41,75
540000,西藏自治区,2013,1976,1004,972,587,312,275,,,,1229,629,600,15,9,6,44,15,29,102,39,63
540000,西藏自治区,2012,2000,983,1017,642,337,304,,,,1180,586,594,16,9,8,41,13,28,121,38,83
540000,西藏自治区,2011,1994,1011,982,663,366,297,,,,1167,591,576,9,6,4,39,12,28,115,37,78
540000,西藏自治区,2010,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2009,2051,1002,1049,634,354,279,,,,1224,589,635,10,5,5,44,13,30,138,40,99
540000,西藏自治区,2008,2011,963,1048,649,346,303,,,,1157,554,603,8,3,5,51,15,36,145,43,102
540000,西藏自治区,2007,2025,985,1040,665,369,296,,,,1141,543,598,14,7,7,53,15,38,151,51,100
540000,西藏自治区,2006,1944,945,999,630,348,282,,,,1091,530,561,8,4,3,51,14,37,164,48,116
540000,西藏自治区,2005,26656,13064,13592,9393,5074,4320,,,,14585,7099,7486,364,191,173,507,127,381,1806,574,1232
540000,西藏自治区,2004,1982,963,1019,624,335,290,,,,1170,576,594,5,3,2,26,5,21,157,44,113
540000,西藏自治区,2003,1927,890,1036,596,313,284,,,,1148,530,618,7,4,3,34,8,26,141,36,105
540000,西藏自治区,2002,1949,920,1029,611,310,301,,,,1207,572,635,13,7,6,27,8,19,91,22,69
540000,西藏自治区,2001,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2019,25770,12961,12809,4722,2901,1821,19051,9329,9722,,,,,,,518,293,225,1479,438,1041
610000,陕西省,2018,27129,13529,13600,5667,3269,2398,19412,9490,9922,,,,,,,474,285,189,1575,484,1091
610000,陕西省,2017,26701,13013,13688,5460,2777,2683,19163,9474,9689,,,,,,,430,273,157,1648,489,1160
610000,陕西省,2016,27265,13659,13606,5849,3278,2572,19383,9618,9765,,,,,,,404,247,158,1628,516,1112
610000,陕西省,2015,500658,250736,249921,115004,64795,50210,349841,172535,177307,,,,,,,5988,3734,2254,28685,9103,19582
610000,陕西省,2014,26511,13590,12921,5115,3141,1974,,,,19084,9513,9571,476,228,248,390,256,134,1446,452,994
610000,陕西省,2013,26377,13409,12968,5152,3115,2036,,,,19016,9396,9619,344,168,176,321,225,97,1544,505,1039
610000,陕西省,2012,26912,13798,13115,5934,3570,2364,,,,18873,9391,9481,335,173,162,246,154,92,1524,509,1016
610000,陕西省,2011,27172,13772,13400,6020,3306,2714,,,,19072,9619,9453,367,177,190,262,187,76,1452,484,968
610000,陕西省,2010,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2009,28199,14063,14136,5434,3200,2235,,,,20389,9898,10491,425,191,234,265,163,101,1687,611,1076
610000,陕西省,2008,28407,14153,14254,5212,3056,2156,,,,20724,10128,10596,433,198,235,275,177,98,1763,594,1169
610000,陕西省,2007,28415,14068,14347,5287,3069,2218,,,,20614,10013,10601,453,203,250,265,176,89,1795,606,1189
610000,陕西省,2006,28183,13888,14295,5358,3052,2306,,,,20352,9852,10500,475,215,260,256,182,73,1742,588,1155
610000,陕西省,2005,396108,195982,200127,74375,43747,30628,,,,286807,138574,148233,9063,4178,4884,3442,2251,1191,22421,7231,15190
610000,陕西省,2004,28886,14672,14215,5886,3470,2416,,,,20825,10314,10512,398,183,215,235,153,83,1542,552,990
610000,陕西省,2003,28725,14531,14194,5768,3405,2363,,,,20705,10253,10453,434,205,229,249,155,94,1569,514,1054
610000,陕西省,2002,28186,14305,13881,5559,3335,2224,,,,20235,10010,10225,405,197,208,287,181,106,1699,581,1118
610000,陕西省,2001,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,17111,8586,8525,3381,2105,1276,12282,5994,6288,,,,,,,312,194,118,1136,293,844
620000,甘肃省,2018,17812,8975,8837,3557,2187,1370,12811,6294,6518,,,,,,,281,183,98,1163,311,852
620000,甘肃省,2017,17909,8960,8949,3526,2099,1427,13021,6384,6637,,,,,,,264,156,108,1098,321,777
620000,甘肃省,2016,18235,9127,9109,3801,2202,1599,13025,6411,6614,,,,,,,277,165,112,1132,349,783
620000,甘肃省,2015,335638,171228,164410,76208,45117,31090,234944,117048,117896,,,,,,,4682,2816,1866,19441,6056,13385
620000,甘肃省,2014,17881,9186,8696,3983,2466,1518,,,,12516,6141,6375,215,114,101,216,143,73,951,322,629
620000,甘肃省,2013,17709,9037,8672,3685,2193,1492,,,,12578,6271,6306,186,93,93,209,124,86,1050,356,694
620000,甘肃省,2012,17947,9169,8778,3959,2363,1596,,,,12573,6250,6323,180,93,87,224,129,95,1011,333,678
620000,甘肃省,2011,18211,9355,8856,4111,2460,1650,,,,12718,6356,6361,138,65,72,191,112,80,1054,361,692
620000,甘肃省,2010,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2009,18985,9520,9465,3814,2232,1582,,,,13526,6635,6891,188,92,96,206,131,76,1251,430,821
620000,甘肃省,2008,18840,9368,9472,3756,2163,1593,,,,13500,6564,6935,199,100,99,204,135,69,1182,405,776
620000,甘肃省,2007,19023,9503,9519,4046,2331,1715,,,,13405,6542,6863,231,115,116,180,112,68,1161,403,758
620000,甘肃省,2006,18859,9377,9481,3950,2307,1643,,,,13323,6464,6859,208,101,107,186,126,60,1192,379,812
620000,甘肃省,2005,263000,130485,132515,50573,29433,21141,,,,189969,92184,97785,4831,2311,2520,2345,1478,867,15282,5080,10202
620000,甘肃省,2004,19797,10086,9711,4094,2432,1662,,,,14334,7128,7206,152,73,79,160,104,56,1057,350,707
620000,甘肃省,2003,19739,10066,9673,4110,2401,1708,,,,14161,7057,7104,205,106,99,182,116,67,1080,386,694
620000,甘肃省,2002,19375,9842,9533,3803,2264,1539,,,,14098,7000,7098,196,99,97,165,97,67,1114,381,732
620000,甘肃省,2001,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2019,3809,1966,1843,741,446,295,2702,1391,1310,,,,,,,149,74,74,218,54,164
630000,青海省,2018,3978,2061,1917,781,479,302,2835,1454,1382,,,,,,,148,77,71,213,50,163
630000,青海省,2017,3950,2027,1922,802,484,318,2793,1421,1373,,,,,,,131,66,65,223,56,167
630000,青海省,2016,4004,2065,1938,856,523,334,2772,1403,1369,,,,,,,149,76,73,226,64,163
630000,青海省,2015,73230,38321,34909,15017,9134,5883,51591,26696,24895,,,,,,,2260,1144,1116,3992,1163,2829
630000,青海省,2014,3935,1964,1969,814,440,373,,,,2675,1341,1333,93,45,48,133,74,59,220,64,156
630000,青海省,2013,3821,1945,1876,795,466,330,,,,2608,1314,1294,81,39,42,118,62,57,218,65,153
630000,青海省,2012,3797,1944,1852,816,471,346,,,,2598,1327,1271,76,34,42,102,51,51,205,62,143
630000,青海省,2011,3856,1929,1927,930,482,448,,,,2563,1305,1257,60,32,28,95,44,51,208,66,142
630000,青海省,2010,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2009,3899,1944,1955,718,419,299,,,,2748,1357,1390,100,51,49,96,48,48,238,68,169
630000,青海省,2008,3919,1963,1956,756,443,313,,,,2738,1353,1385,101,49,53,92,46,46,232,72,160
630000,青海省,2007,3914,1966,1947,738,436,302,,,,2754,1367,1387,93,46,47,91,43,48,238,75,163
630000,青海省,2006,3908,1970,1938,705,417,287,,,,2793,1393,1401,106,55,51,83,41,42,221,64,156
630000,青海省,2005,54595,27343,27252,10481,6183,4298,,,,38081,18731,19350,2003,1042,961,1112,518,595,2918,870,2048
630000,青海省,2004,3997,2027,1971,764,463,302,,,,2840,1416,1424,79,39,40,87,41,46,227,68,159
630000,青海省,2003,3937,1981,1957,769,460,309,,,,2765,1370,1395,98,50,48,78,37,41,227,62,164
630000,青海省,2002,3851,1970,1881,781,484,297,,,,2706,1342,1364,68,37,32,72,34,37,225,73,151
630000,青海省,2001,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,4284,2187,2097,812,489,323,3155,1586,1569,,,,,,,110,56,54,206,56,151
640000,宁夏回族自治区,2018,4507,2200,2307,962,475,487,3231,1620,1611,,,,,,,112,56,56,202,49,153
640000,宁夏回族自治区,2017,4593,2218,2375,1037,481,556,3265,1638,1627,,,,,,,98,51,46,194,48,147
640000,宁夏回族自治区,2016,4581,2345,2236,889,534,355,3402,1710,1692,,,,,,,93,50,43,197,51,146
640000,宁夏回族自治区,2015,82957,42440,40517,16983,9947,7036,60782,30669,30113,,,,,,,1642,835,807,3368,889,2479
640000,宁夏回族自治区,2014,4382,2232,2151,900,520,380,,,,3133,1573,1561,90,46,44,92,51,41,167,42,125
640000,宁夏回族自治区,2013,4306,2178,2128,862,495,367,,,,3090,1548,1542,80,41,38,93,47,46,181,47,134
640000,宁夏回族自治区,2012,4246,2140,2106,855,480,375,,,,3100,1544,1556,70,36,33,59,34,25,162,46,116
640000,宁夏回族自治区,2011,4320,2264,2056,970,590,380,,,,3076,1568,1508,75,39,36,52,28,24,148,39,108
640000,宁夏回族自治区,2010,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2009,4328,2188,2140,841,483,358,,,,3173,1586,1587,74,38,36,55,30,25,184,50,134
640000,宁夏回族自治区,2008,4267,2154,2113,823,471,352,,,,3141,1564,1577,79,41,38,51,28,23,173,50,123
640000,宁夏回族自治区,2007,4255,2137,2118,840,481,359,,,,3133,1551,1582,68,36,32,41,21,19,174,48,126
640000,宁夏回族自治区,2006,4203,2121,2082,827,483,344,,,,3079,1524,1555,76,40,36,42,24,18,179,50,129
640000,宁夏回族自治区,2005,58454,29123,29330,10563,6003,4560,,,,43550,21412,22138,1370,725,645,631,319,312,2340,664,1676
640000,宁夏回族自治区,2004,4200,2106,2094,824,462,362,,,,3110,1548,1562,58,33,25,44,21,23,163,42,121
640000,宁夏回族自治区,2003,4163,2094,2069,852,480,372,,,,3030,1507,1523,67,36,31,43,22,20,170,47,123
640000,宁夏回族自治区,2002,4093,2087,2006,813,466,346,,,,3021,1519,1503,71,38,33,36,20,16,151,43,108
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,14914,7439,7474,3011,1808,1202,10512,5189,5323,,,,,,,610,263,347,781,179,602
650000,新疆维吾尔自治区,2018,15765,7790,7975,3066,1822,1244,11360,5526,5834,,,,,,,583,267,316,756,175,581
650000,新疆维吾尔自治区,2017,15586,7838,7748,2874,1697,1178,11347,5695,5652,,,,,,,569,259,310,795,188,608
650000,新疆维吾尔自治区,2016,15624,7925,7699,3044,1828,1216,11229,5633,5595,,,,,,,604,277,327,747,186,561
650000,新疆维吾尔自治区,2015,287414,146113,141301,56129,32609,23520,207617,105159,102457,,,,,,,9593,4636,4957,13847,3593,10253
650000,新疆维吾尔自治区,2014,14960,7621,7338,2945,1757,1188,,,,9903,4941,4962,875,476,399,579,288,290,658,159,499
650000,新疆维吾尔自治区,2013,14795,7570,7225,3024,1845,1179,,,,9871,4935,4937,719,386,333,529,248,281,651,155,496
650000,新疆维吾尔自治区,2012,14812,7538,7274,2851,1700,1151,,,,10011,5021,4990,740,384,356,590,278,313,620,156,464
650000,新疆维吾尔自治区,2011,15107,7787,7320,3219,1936,1284,,,,10088,5060,5028,703,389,314,478,235,243,619,168,451
650000,新疆维吾尔自治区,2010,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2009,14954,7555,7399,3203,1893,1310,,,,9264,4566,4698,1223,671,552,531,243,287,733,182,551
650000,新疆维吾尔自治区,2008,15026,7626,7400,3261,1919,1342,,,,9303,4609,4695,1215,666,548,515,244,271,732,188,544
650000,新疆维吾尔自治区,2007,14825,7501,7324,3320,1949,1371,,,,9087,4488,4599,1181,639,542,528,241,287,708,183,525
650000,新疆维吾尔自治区,2006,14475,7340,7135,3202,1891,1311,,,,8764,4317,4447,1367,738,629,467,225,241,675,169,507
650000,新疆维吾尔自治区,2005,203235,102669,100566,43499,26016,17483,,,,125723,61140,64583,19616,10776,8840,5660,2696,2964,8737,2040,6697
650000,新疆维吾尔自治区,2004,14714,7489,7225,3334,1979,1355,,,,9131,4513,4619,1149,607,542,460,222,238,640,168,472
650000,新疆维吾尔自治区,2003,14178,7220,6957,3059,1812,1246,,,,8964,4451,4512,1109,605,504,413,193,220,634,159,474
650000,新疆维吾尔自治区,2002,14891,7519,7373,3133,1818,1314,,,,9169,4522,4646,1526,813,712,390,184,206,675,182,493
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,,,,,,
