省份编码,省份,年份,煤炭消费量(万吨),焦炭消费量(万吨),原油消费量(万吨),汽油消费量(万吨),煤油消费量(万吨),柴油消费量(万吨),燃料油消费量(万吨),天然气消费量(亿立方米),电力消费量(亿千瓦小时)
630000,青海省,2000,522.2,15.59,62.17,16.31,0.06,19.29,6.93,3.91,109.0996
640000,宁夏回族自治区,2019,,,,,,,,,1083.897981
640000,宁夏回族自治区,2018,,,,,,,,,1064.847565
640000,宁夏回族自治区,2017,11058.2,524.01,591.37,31.3,0.01,127.55,87.37,22.27,978.3029
640000,宁夏回族自治区,2016,8665.09,450.61,576.35,28.99,0.02,124.03,82.15,22.4,886.9108
640000,宁夏回族自治区,2015,8907.37,488.53,477.12,36.08,0.02,122.75,50.83,20.65,878.3285
640000,宁夏回族自治区,2014,8856.9975932,386.866024196623,426.15394,21.7674602650712,0.027177,123.37716276335,30.1913925,17.8811409800337,848.75
640000,宁夏回族自治区,2013,8533.51228733333,417.955979469426,463.31422,20.0407833333333,0.120504,117.913320666667,39.5089216666667,19.5672235300684,811.2
640000,宁夏回族自治区,2012,8055.0,377.553298,424.117161,23.3610743333333,7.323407,111.322498666667,20.6199856666667,20.480651158,741.8
640000,宁夏回族自治区,2011,7947.0,357.44,91.71,20.8,6.58,104.04,36.66,18.58,724.5393
640000,宁夏回族自治区,2010,5764.920729,228.898839322009,175.769255,22.683248,5.161082,105.820776,39.764794,15.4750598485507,546.77
640000,宁夏回族自治区,2009,4780.8623,250.9972,182.6507,20.9515,4.2289,98.5739,0.5169,11.9774,462.9585
640000,宁夏回族自治区,2008,4286.97,237.98,183.749,20.66,3.72,96.51,1.98,11.0,439.6154
640000,宁夏回族自治区,2007,4135.0,65.08,156.78,19.16,2.79,86.7,0.53,8.99,439.78
640000,宁夏回族自治区,2006,3489.61,126.16,174.42,18.97,2.2492,78.14,0.98,7.94,377.85
640000,宁夏回族自治区,2005,3248.93,69.72,167.05,24.89,2.01,63.04,1.8,6.63,302.8839
640000,宁夏回族自治区,2004,2761.19,114.83,159.1,35.49,4.13,68.94,3.98,6.77,272.83
640000,宁夏回族自治区,2003,2965.1,52.0,200.4,22.6,,53.04,12.0,10.1,212.0
640000,宁夏回族自治区,2002,0.0,,,,,,,,178.76
640000,宁夏回族自治区,2001,,,,,,,,,151.81
640000,宁夏回族自治区,2000,1041.89,28.91,92.62,10.5,0.04,11.22,33.13,0.12,136.1687
650000,新疆维吾尔自治区,2019,,,,,,,,,2867.5518
650000,新疆维吾尔自治区,2018,,,,,,,,,2686.4848
650000,新疆维吾尔自治区,2017,20369.91,1003.89,2532.0,285.44,75.96,647.78,0.32,124.95,2542.8457
650000,新疆维吾尔自治区,2016,18985.0,804.43,2452.8,276.02,28.18,651.13,0.99,132.38,2316.4552
650000,新疆维吾尔自治区,2015,17359.28,748.59,2489.49,254.5,27.98,637.14,1.76,145.84,2160.3427
650000,新疆维吾尔自治区,2014,16088.03,1073.73,2693.05,215.84,22.57,561.52,6.22,169.86834,1900.24
650000,新疆维吾尔自治区,2013,14205.5,1110.05,2560.76,209.36,22.93,545.89,13.19,127.41384,1539.8
650000,新疆维吾尔自治区,2012,12028.0,1011.07,2594.85,154.63,45.34,433.35,8.06,101.95046,1151.5
650000,新疆维吾尔自治区,2011,9745.0,880.23,2598.46,138.84,37.32,390.52,2.4,95.02,839.1044
650000,新疆维吾尔自治区,2010,8106.35,648.21,2308.44,131.17,33.33,363.72,14.95,80.1500434782609,661.96
650000,新疆维吾尔自治区,2009,7417.71,528.24,1997.9,121.87,31.4,331.7,22.37,67.93,547.8766
650000,新疆维吾尔自治区,2008,5708.56,456.12,1940.53,123.66,38.15,335.44,27.34,69.84,479.3708
650000,新疆维吾尔自治区,2007,4943.69,284.75,1873.37,124.51,33.28,378.39,22.26,69.81,413.32
650000,新疆维吾尔自治区,2006,4436.21,230.6,1813.64,117.82,30.88,341.014,19.31,65.04,356.1989
650000,新疆维吾尔自治区,2005,3859.91,183.27,1628.77,106.73,26.12,302.74,17.32,56.46,310.1361
650000,新疆维吾尔自治区,2004,3631.79,126.88,1314.13,110.91,18.2,196.14,20.11,54.01,265.9
650000,新疆维吾尔自治区,2003,3184.06,86.61,1189.14,91.35,15.61,181.55,46.52,40.55,234.62
650000,新疆维吾尔自治区,2002,2898.0,83.06,1128.01,86.7,16.61,169.55,34.21,34.57,214.6
650000,新疆维吾尔自治区,2001,2734.0,73.02,1076.34,86.35,23.73,166.63,52.04,34.64,197.92
650000,新疆维吾尔自治区,2000,2702.4,74.06,1071.29,101.93,21.31,155.28,56.59,23.44,182.9827
